Timestamp,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Sun Azimuth (rad),Sun Zenith (rad)
2021-01-01 00:00:00,3.3000000000000003,0,0,0,Clear,2.2,0,0,0,0,0.312,92.54,0.13,1009,0.8,97,2.1,5.779706333193321,2.832370418780986
2021-01-01 00:15:00,3.2,0,0,0,Clear,2.2,0,0,0,0,0.311,93.2,0.13,1009,0.8,98,2.1,5.972577358574435,2.85256726110048
2021-01-01 00:30:00,3.0,0,0,0,Clear,2.2,0,0,0,0,0.31,94.52,0.13,1009,0.8,98,2.1,6.184779264308266,2.8629287604154445
2021-01-01 00:45:00,2.9000000000000004,0,0,0,Clear,1.8,0,0,0,0,0.309,92.62,0.13,1009,0.8,99,2.2,0.1206654183350091,2.8623453670551613
2021-01-01 01:00:00,2.8000000000000003,0,0,0,Clear,1.8,0,0,0,0,0.308,93.28,0.13,1009,0.8,100,2.2,0.33132779694155357,2.8508833581073905
2021-01-01 01:15:00,2.7,0,0,0,Clear,1.8,0,0,0,0,0.307,93.94,0.13,1009,0.8,100,2.2,0.5217164581418966,2.829751895949875
2021-01-01 01:30:00,2.6,0,0,0,Clear,1.8,0,0,0,0,0.305,94.61,0.13,1009,0.8,101,2.1,0.6866800243273613,2.8007663015528346
2021-01-01 01:45:00,2.5,0,0,0,Clear,1.4,0,0,0,0,0.304,92.74,0.13,1009,0.8,102,2.1,0.8266572992322395,2.765768776394935
2021-01-01 02:00:00,2.4000000000000004,0,0,0,Clear,1.4,0,0,0,0,0.303,93.4,0.13,1009,0.8,102,2.1,0.9449047483881756,2.726312166258291
2021-01-01 02:15:00,2.3000000000000003,0,0,0,Clear,1.4,0,0,0,0,0.302,94.07,0.13,1009,0.9,103,2.1,1.0453907670567952,2.6835883708479837
2021-01-01 02:30:00,2.2,0,0,0,Clear,1.4,0,0,0,0,0.301,94.74,0.13,1009,0.9,103,2.1,1.1317753197774705,2.638474385517391
2021-01-01 02:45:00,2.1,0,0,0,Clear,1.2000000000000002,0,0,0,0,0.299,93.98,0.13,1008,0.9,104,2.1,1.2070885326712988,2.5916073436061167
2021-01-01 03:00:00,2.0,0,0,0,Clear,1.2000000000000002,0,0,0,0,0.298,94.65,0.13,1008,0.9,104,2.1,1.2737251953282347,2.5434520159097715
2021-01-01 03:15:00,1.9,0,0,0,Clear,1.2000000000000002,0,0,0,0,0.297,95.33,0.13,1008,0.9,105,2.0,1.3335444144425457,2.4943520823462793
2021-01-01 03:30:00,1.8,0,0,0,Clear,1.2000000000000002,0,0,0,0,0.296,96.01,0.13,1008,0.9,105,1.9,1.387984819456189,2.444566611655893
2021-01-01 03:45:00,1.7000000000000002,0,0,0,Clear,1.3,0,0,0,0,0.295,96.98,0.13,1008,0.9,106,1.9,1.4381649858558767,2.3942953763550094
2021-01-01 04:00:00,1.6,0,0,0,Clear,1.3,0,0,0,0,0.294,97.67,0.13,1008,0.9,107,1.8,1.4849627499011178,2.343696319103737
2021-01-01 04:15:00,1.5,0,0,0,Clear,1.3,0,0,0,0,0.294,98.37,0.13,1008,0.9,107,1.8,1.5290752679847723,2.2928977051124284
2021-01-01 04:30:00,1.4,0,0,0,Clear,1.3,0,0,0,0,0.293,99.08,0.13,1008,1.0,108,1.7000000000000002,1.5710637533271137,2.2420066712266062
2021-01-01 04:45:00,1.4,0,0,0,Clear,1.4,0,0,0,0,0.292,100.0,0.13,1008,1.0,108,1.7000000000000002,1.6113866686215135,2.1911153168649316
2021-01-01 05:00:00,1.3,0,0,0,Probably Clear,1.3,0,0,0,0,0.292,100.0,0.13,1008,1.0,109,1.6,1.6504243837830637,2.1403051564888482
2021-01-01 05:15:00,1.3,0,0,0,Probably Clear,1.3,0,0,0,0,0.291,100.0,0.13,1008,1.0,109,1.6,1.6884976150175084,2.0896504347026106
2021-01-01 05:30:00,1.3,0,0,0,Probably Clear,1.3,0,0,1,0,0.29,100.0,0.13,1008,1.0,110,1.6,1.725881339734317,2.039220634743248
2021-01-01 05:45:00,1.4,0,0,0,Probably Clear,1.4,0,0,0,0,0.29,100.0,0.13,1008,1.0,110,1.6,1.762815368386338,1.9890824609924846
2021-01-01 06:00:00,1.4,0,0,0,Probably Clear,1.4,0,0,0,0,0.289,100.0,0.13,1008,1.0,110,1.6,1.7995124598419638,1.939301439924154
2021-01-01 06:15:00,1.4,0,0,0,Probably Clear,1.4,0,0,0,0,0.289,100.0,0.13,1008,1.1,111,1.6,1.8361646179728868,1.8899432347879697
2021-01-01 06:30:00,1.4,0,0,0,Probably Clear,1.4,0,0,0,0,0.288,100.0,0.13,1008,1.1,111,1.6,1.8729479863670409,1.8410747954549869
2021-01-01 06:45:00,1.5,0,0,0,Probably Clear,1.5,0,0,0,0,0.288,100.0,0.13,1008,1.1,111,1.7000000000000002,1.910026674414404,1.7927653802606223
2021-01-01 07:00:00,1.5,0,0,0,Super-Cooled Water,1.5,0,0,0,0,0.287,100.0,0.13,1008,1.1,112,1.7000000000000002,1.9475557543154616,1.7450874708693016
2021-01-01 07:15:00,1.9,0,0,0,Probably Clear,1.9,0,0,0,0,0.287,100.0,0.13,1008,1.1,113,1.9,1.9856835545865623,1.698117646954621
