Timestamp,Cos Solar Incidence (°),GHI (W/m2),PV Power Generation (W)
2022-06-01 00:15:00,-0.8912632136868023,0.0,0.0
2022-06-01 00:30:00,-0.8939220694010455,0.0,0.0
2022-06-01 00:45:00,-0.8926239291605504,0.0,0.0
2022-06-01 01:00:00,-0.8873744242288538,0.0,0.0
2022-06-01 01:15:00,-0.8781961016750155,0.0,0.0
2022-06-01 01:30:00,-0.8651283295107877,0.0,0.0
2022-06-01 01:45:00,-0.8482271253440069,0.0,0.0
2022-06-01 02:00:00,-0.827564916665255,0.0,0.0
2022-06-01 02:15:00,-0.8032302339642422,0.0,0.0
2022-06-01 02:30:00,-0.7753273258475584,0.0,0.0
2022-06-01 02:45:00,-0.7439757144423355,0.0,0.0
2022-06-01 03:00:00,-0.7093096882995832,0.0,0.0
2022-06-01 03:15:00,-0.6714777187851015,0.0,0.0
2022-06-01 03:30:00,-0.6306418276575112,0.0,0.0
2022-06-01 03:45:00,-0.5869768993340067,0.0,0.0
2022-06-01 04:00:00,-0.5406699208643402,0.0,0.0
2022-06-01 04:15:00,-0.49191918615744257,0.0,0.0
2022-06-01 04:30:00,-0.4409334538420262,0.0,0.0
2022-06-01 04:45:00,-0.387931040249539,0.0,0.0
2022-06-01 05:00:00,-0.3331388906775281,0.0,0.0
2022-06-01 05:15:00,-0.2767916153670044,0.0,0.0
2022-06-01 05:30:00,-0.21913047023828935,0.0,0.0
2022-06-01 05:45:00,-0.16040233096898593,0.0,0.0
2022-06-01 06:00:00,-0.10085864405601586,13.70806102095461,9.917497569313865
2022-06-01 06:15:00,-0.040754334519464974,10.0,7.166753599999999
2022-06-01 06:30:00,0.019653277807959058,13.0,9.25781272
2022-06-01 06:45:00,0.08010557178565988,17.0,11.99070452
2022-06-01 07:00:00,0.14034374837204422,24.0,16.819191359999998
2022-06-01 07:15:00,0.20010993047892195,87.0,60.37763112
2022-06-01 07:30:00,0.25914825898799726,45.0,30.9236346
2022-06-01 07:45:00,0.3172060041586736,65.0,44.22521999999999
2022-06-01 08:00:00,0.37403463930906017,39.0,26.269780679999997
2022-06-01 08:15:00,0.4293908973208275,106.0,70.67870543999999
2022-06-01 08:30:00,0.48303782723760136,29.0,19.20508528
2022-06-01 08:45:00,0.5347458006206892,33.0,21.629534519999996
2022-06-01 09:00:00,0.5842934878838448,83.0,53.836834479999986
2022-06-01 09:15:00,0.631468819555465,129.0,83.08898255999999
2022-06-01 09:30:00,0.6760698866017641,176.0282096598053,112.58143262317465
2022-06-01 09:45:00,0.717905799103182,604.263682016162,383.72484087430485
2022-06-01 10:00:00,0.7567975152593409,611.9063204018066,384.41479918191925
2022-06-01 10:15:00,0.7925786010613662,693.3264075253762,433.99249034230553
2022-06-01 10:30:00,0.8250959383842071,687.7151981829828,427.36069367867515
2022-06-01 10:45:00,0.8542103898510132,763.2099299935697,470.8128492492748
2022-06-01 11:00:00,0.8797973886915655,759.105785741578,464.83782061422664
2022-06-01 11:15:00,0.9017474690546902,741.993745214712,454.35927628723266
2022-06-01 11:30:00,0.919966741163659,944.3710648123833,576.1430702408591
2022-06-01 11:45:00,0.9343772887971622,737.606996147875,450.0001908425707
2022-06-01 12:00:00,0.9449175013537628,968.6841336628822,588.7790805655948
2022-06-01 12:15:00,0.9515423411445423,975.3264133843063,592.8163463897511
2022-06-01 12:30:00,0.9542235331556712,742.9008482119467,453.22987067419615
2022-06-01 12:45:00,0.9529496861828398,761.7676417330797,464.7401474603929
2022-06-01 13:00:00,0.9477263419739765,716.5724703848175,437.1674212822327
2022-06-01 13:15:00,0.9385759500062127,632.1893672010934,388.5544334513331
2022-06-01 13:30:00,0.9255377730452741,554.8091550349801,342.2535121808522
2022-06-01 13:45:00,0.9086677162688457,823.3245478923375,509.7639296671482
2022-06-01 14:00:00,0.888038088025821,821.6295578226147,512.4413172888287
2022-06-01 14:15:00,0.8637372934792313,874.6294281747205,547.4803779867863
2022-06-01 14:30:00,0.8358694502805469,844.5922964814512,530.5939278896759
2022-06-01 14:45:00,0.8045539445238737,809.9069108424333,510.6405407489489
2022-06-01 15:00:00,0.76992492424971,596.7474021991627,377.59838748336
2022-06-01 15:15:00,0.732130716433135,587.5850971694316,373.13345915338743
2022-06-01 15:30:00,0.6913331952337486,455.77397887076353,291.49695717976573
2022-06-01 15:45:00,0.6477070948245879,370.4642746807916,237.7760782626286
2022-06-01 16:00:00,0.6014392500831782,259.2316635018299,166.97128036979328
2022-06-01 16:15:00,0.5527278014736817,267.79274525010516,173.70016507198451
2022-06-01 16:30:00,0.5017813535192229,217.02850165630755,141.26483269691806
2022-06-01 16:45:00,0.44881806852221223,358.3619675973527,234.07217511324245
2022-06-01 17:00:00,0.39406473844602796,316.0034146419815,207.8381002387142
2022-06-01 17:15:00,0.33775582158034473,272.0215947850596,179.5278219676386
2022-06-01 17:30:00,0.28013242392127985,47.0,31.232077159999996
2022-06-01 17:45:00,0.2214412738919257,211.92624280503983,141.3082310398427
2022-06-01 18:00:00,0.16193367410963364,170.3674442111191,113.98403188804966
2022-06-01 18:15:00,0.10186440960497106,137.03406921209051,92.61476070785532
2022-06-01 18:30:00,0.041490664789598564,95.50483649616096,64.98034469394996
2022-06-01 18:45:00,-0.0189290694865282,60.78802452563276,41.63517204715252
2022-06-01 19:00:00,-0.0791361187697881,31.942619893984418,22.023153601287312
2022-06-01 19:15:00,-0.13887272431712808,12.58687337454895,8.735236753593862
2022-06-01 19:30:00,-0.197883138631569,3.4624908096854448,2.4186595222741336
2022-06-01 19:45:00,-0.2559147363467997,2.4838368643940143,1.751938465695996
2022-06-01 20:00:00,-0.31271908746312915,0.0,0.0
2022-06-01 20:15:00,-0.36805301346435226,0.0,0.0
2022-06-01 20:30:00,-0.4216796435147477,0.0,0.0
2022-06-01 20:45:00,-0.4733694204905071,0.0,0.0
2022-06-01 21:00:00,-0.5229010769470751,0.0,0.0
2022-06-01 21:15:00,-0.5700625962169346,0.0,0.0
2022-06-01 21:30:00,-0.6146521123934581,0.0,0.0
2022-06-01 21:45:00,-0.6564787689060968,0.0,0.0
2022-06-01 22:00:00,-0.6953635473480554,0.0,0.0
2022-06-01 22:15:00,-0.7311400270536419,0.0,0.0
2022-06-01 22:30:00,-0.763655093154786,0.0,0.0
2022-06-01 22:45:00,-0.7927696013889454,0.0,0.0
2022-06-01 23:00:00,-0.8183589680544483,0.0,0.0
2022-06-01 23:15:00,-0.840313700340579,0.0,0.0
2022-06-01 23:30:00,-0.8585398716320128,0.0,0.0
2022-06-01 23:45:00,-0.8729595191518786,0.0,0.0
2022-06-02 00:00:00,-0.8835109762229636,0.0,0.0
2022-06-02 00:15:00,-0.8901491398064559,0.0,0.0
2022-06-02 00:30:00,-0.8928456605591406,0.0,0.0
2022-06-02 00:45:00,-0.8915890642813078,0.0,0.0
2022-06-02 01:00:00,-0.8863848014280193,0.0,0.0
2022-06-02 01:15:00,-0.8772552222859178,0.0,0.0
2022-06-02 01:30:00,-0.864239482959358,0.0,0.0
2022-06-02 01:45:00,-0.8473933749573983,0.0,0.0
2022-06-02 02:00:00,-0.8267890864615275,0.0,0.0
2022-06-02 02:15:00,-0.8025148964739599,0.0,0.0
2022-06-02 02:30:00,-0.7746747910443827,0.0,0.0
2022-06-02 02:45:00,-0.7433880198038874,0.0,0.0
2022-06-02 03:00:00,-0.7087885900654645,0.0,0.0
2022-06-02 03:15:00,-0.6710246843970322,0.0,0.0
2022-06-02 03:30:00,-0.6302580295359533,0.0,0.0
2022-06-02 03:45:00,-0.5866632098168281,0.0,0.0
2022-06-02 04:00:00,-0.5404269085624245,0.0,0.0
2022-06-02 04:15:00,-0.49174711355966694,0.0,0.0
2022-06-02 04:30:00,-0.44083227626165966,0.0,0.0
2022-06-02 04:45:00,-0.3879004061046823,0.0,0.0
2022-06-02 05:00:00,-0.33317814314578037,0.0,0.0
2022-06-02 05:15:00,-0.27689979525835345,0.0,0.0
2022-06-02 05:30:00,-0.21930632028600794,0.0,0.0
2022-06-02 05:45:00,-0.1606443013403062,0.0,0.0
2022-06-02 06:00:00,-0.10116489916516666,13.199274687182665,9.190176094999638
2022-06-02 06:15:00,-0.041122761082885706,40.64619482302223,28.02391897928973
2022-06-02 06:30:00,0.019225061578132863,75.3626049885507,51.275812082950026
2022-06-02 06:45:00,0.07962020572085077,18.0,12.124514159999997
2022-06-02 07:00:00,0.13980411886207694,23.0,15.28378244
2022-06-02 07:15:00,0.19951915789646318,28.0,18.352332319999995
2022-06-02 07:30:00,0.25850968408193226,33.0,21.330163799999998
2022-06-02 07:45:00,0.3165231735092876,263.76383972434047,168.09584046148143
2022-06-02 08:00:00,0.37331128988983486,304.7940482702554,191.4792165910573
2022-06-02 08:15:00,0.4286309402752326,346.01707985899174,215.02229362373765
2022-06-02 08:30:00,0.48224533083254556,392.7652418589122,241.40025749803772
2022-06-02 08:45:00,0.5339249725866525,421.9739419404758,255.5243457040068
2022-06-02 09:00:00,0.5834486571447717,464.20287834345834,277.937499831507
2022-06-02 09:15:00,0.6306044174296815,503.3158312472168,299.0730452304847
2022-06-02 09:30:00,0.6751904275338126,436.50108857213235,256.4014552890558
2022-06-02 09:45:00,0.7170158611093647,465.53326813863913,271.3433835175809
2022-06-02 10:00:00,0.75590172004276,493.62935628637126,284.36103526034253
2022-06-02 10:15:00,0.7916815939717246,702.7160208954381,403.2141521677544
2022-06-02 10:30:00,0.8242023682784358,733.8158149268377,417.7304938209891
2022-06-02 10:45:00,0.85332488892099,763.7556680164679,433.0418262086571
2022-06-02 11:00:00,0.8789245524303205,789.0093708443242,443.781539789623
2022-06-02 11:15:00,0.9008918363117348,927.0910588085087,521.4461485583655
2022-06-02 11:30:00,0.9191327744988238,758.4913753485272,424.89634060995496
2022-06-02 11:45:00,0.9335693551610582,772.0955888402286,430.76615026985684
2022-06-02 12:00:00,0.9441398531778803,979.2231265386932,546.3263649879149
2022-06-02 12:15:00,0.9507990979498195,783.3688400819781,437.0557018598714
2022-06-02 12:30:00,0.9535186637329163,777.290610882241,433.6645474086958
2022-06-02 12:45:00,0.9522869914279054,764.3004469997669,428.150501919065
2022-06-02 13:00:00,0.9471094384651493,759.594084585872,425.51406301911135
2022-06-02 13:15:00,0.9380082543804777,753.3648807787868,423.733150922742
2022-06-02 13:30:00,0.9250224872425594,752.7334776904449,425.08518509764247
2022-06-02 13:45:00,0.9082078137121017,739.3943457694623,419.2292001078274
2022-06-02 14:00:00,0.8876363008145428,734.3803381307043,418.0518531483949
2022-06-02 14:15:00,0.863396100602376,696.3252391102292,397.96792290169367
2022-06-02 14:30:00,0.8355910669385562,674.2789180938018,388.4263542303247
2022-06-02 14:45:00,0.8043403126189901,820.6021138542353,474.57865638489704
2022-06-02 15:00:00,0.7697777040298359,782.1670470978976,455.89835906698994
2022-06-02 15:15:00,0.7320512793970819,740.8320490020934,433.4857830945351
2022-06-02 15:30:00,0.6913226182494171,449.85913440966664,265.26825584369436
2022-06-02 15:45:00,0.6477661555634029,651.7713368288219,387.2861261214652
2022-06-02 16:00:00,0.6015684237330098,602.0986548509321,360.50141562751
2022-06-02 16:15:00,0.5529272587501667,550.5298613638855,332.12220136477083
2022-06-02 16:30:00,0.5020509600364947,499.1346151490863,304.5126649370773
2022-06-02 16:45:00,0.4491573854464236,361.84890086303426,223.21920263076095
2022-06-02 17:00:00,0.3944730245029473,391.98291769574877,244.47543395474383
2022-06-02 17:15:00,0.3382320363292378,289.23425162535614,182.36013630191547
2022-06-02 17:30:00,0.2806752323990403,247.60594588170727,158.36002744816923
2022-06-02 17:45:00,0.22204905244812775,208.7234024687121,135.3856297688009
2022-06-02 18:00:00,0.16260451753260013,172.18003863576826,112.85376028264493
