DateTime,Date,Hour,Day of the Week,Season,Daytime,Consumption (kW)
2022-01-07 13:30:00,2022-01-07,13:30:00,4,0,1,0.196
2022-01-07 13:45:00,2022-01-07,13:45:00,4,0,1,0.2565
2022-01-07 14:00:00,2022-01-07,14:00:00,4,0,1,0.317
2022-01-07 14:15:00,2022-01-07,14:15:00,4,0,1,0.308
2022-01-07 14:30:00,2022-01-07,14:30:00,4,0,1,0.299
2022-01-07 14:45:00,2022-01-07,14:45:00,4,0,1,0.402
2022-01-07 15:00:00,2022-01-07,15:00:00,4,0,1,0.505
2022-01-07 15:15:00,2022-01-07,15:15:00,4,0,1,0.3555
2022-01-07 15:30:00,2022-01-07,15:30:00,4,0,1,0.206
2022-01-07 15:45:00,2022-01-07,15:45:00,4,0,1,0.2675
2022-01-07 16:00:00,2022-01-07,16:00:00,4,0,1,0.329
2022-01-07 16:15:00,2022-01-07,16:15:00,4,0,1,0.3005
2022-01-07 16:30:00,2022-01-07,16:30:00,4,0,1,0.272
2022-01-07 16:45:00,2022-01-07,16:45:00,4,0,1,0.2815
2022-01-07 17:00:00,2022-01-07,17:00:00,4,0,1,0.291
2022-01-07 17:15:00,2022-01-07,17:15:00,4,0,1,0.3115
2022-01-07 17:30:00,2022-01-07,17:30:00,4,0,1,0.332
2022-01-07 17:45:00,2022-01-07,17:45:00,4,0,0,0.3419999999999999
2022-01-07 18:00:00,2022-01-07,18:00:00,4,0,0,0.352
2022-01-07 18:15:00,2022-01-07,18:15:00,4,0,0,0.3275
2022-01-07 18:30:00,2022-01-07,18:30:00,4,0,0,0.303
2022-01-07 18:45:00,2022-01-07,18:45:00,4,0,0,0.3065
2022-01-07 19:00:00,2022-01-07,19:00:00,4,0,0,0.31
2022-01-07 19:15:00,2022-01-07,19:15:00,4,0,0,0.2905
2022-01-07 19:30:00,2022-01-07,19:30:00,4,0,0,0.271
2022-01-07 19:45:00,2022-01-07,19:45:00,4,0,0,0.2965
2022-01-07 20:00:00,2022-01-07,20:00:00,4,0,0,0.322
2022-01-07 20:15:00,2022-01-07,20:15:00,4,0,0,0.3235
2022-01-07 20:30:00,2022-01-07,20:30:00,4,0,0,0.325
2022-01-07 20:45:00,2022-01-07,20:45:00,4,0,0,0.278
2022-01-07 21:00:00,2022-01-07,21:00:00,4,0,0,0.231
2022-01-07 21:15:00,2022-01-07,21:15:00,4,0,0,0.2685
2022-01-07 21:30:00,2022-01-07,21:30:00,4,0,0,0.306
2022-01-07 21:45:00,2022-01-07,21:45:00,4,0,0,0.384
2022-01-07 22:00:00,2022-01-07,22:00:00,4,0,0,0.462
2022-01-07 22:15:00,2022-01-07,22:15:00,4,0,0,0.425
2022-01-07 22:30:00,2022-01-07,22:30:00,4,0,0,0.388
2022-01-07 22:45:00,2022-01-07,22:45:00,4,0,0,0.334
2022-01-07 23:00:00,2022-01-07,23:00:00,4,0,0,0.28
2022-01-07 23:15:00,2022-01-07,23:15:00,4,0,0,0.2565
2022-01-07 23:30:00,2022-01-07,23:30:00,4,0,0,0.233
2022-01-07 23:45:00,2022-01-07,23:45:00,4,0,0,0.2515
2022-01-08 00:00:00,2022-01-08,00:00:00,5,0,0,0.27
2022-01-08 00:15:00,2022-01-08,00:15:00,5,0,0,0.2955
2022-01-08 00:30:00,2022-01-08,00:30:00,5,0,0,0.321
2022-01-08 00:45:00,2022-01-08,00:45:00,5,0,0,0.303
2022-01-08 01:00:00,2022-01-08,01:00:00,5,0,0,0.285
2022-01-08 01:15:00,2022-01-08,01:15:00,5,0,0,0.2865
2022-01-08 01:30:00,2022-01-08,01:30:00,5,0,0,0.288
2022-01-08 01:45:00,2022-01-08,01:45:00,5,0,0,0.278
2022-01-08 02:00:00,2022-01-08,02:00:00,5,0,0,0.268
2022-01-08 02:15:00,2022-01-08,02:15:00,5,0,0,0.2285
2022-01-08 02:30:00,2022-01-08,02:30:00,5,0,0,0.189
2022-01-08 02:45:00,2022-01-08,02:45:00,5,0,0,0.1565
2022-01-08 03:00:00,2022-01-08,03:00:00,5,0,0,0.124
2022-01-08 03:15:00,2022-01-08,03:15:00,5,0,0,0.123
2022-01-08 03:30:00,2022-01-08,03:30:00,5,0,0,0.122
2022-01-08 03:45:00,2022-01-08,03:45:00,5,0,0,0.123
2022-01-08 04:00:00,2022-01-08,04:00:00,5,0,0,0.124
2022-01-08 04:15:00,2022-01-08,04:15:00,5,0,0,0.1215
2022-01-08 04:30:00,2022-01-08,04:30:00,5,0,0,0.119
2022-01-08 04:45:00,2022-01-08,04:45:00,5,0,0,0.1195
2022-01-08 05:00:00,2022-01-08,05:00:00,5,0,0,0.12
2022-01-08 05:15:00,2022-01-08,05:15:00,5,0,0,0.1215
2022-01-08 05:30:00,2022-01-08,05:30:00,5,0,0,0.123
2022-01-08 05:45:00,2022-01-08,05:45:00,5,0,0,0.135
2022-01-08 06:00:00,2022-01-08,06:00:00,5,0,0,0.147
2022-01-08 06:15:00,2022-01-08,06:15:00,5,0,0,0.271
2022-01-08 06:30:00,2022-01-08,06:30:00,5,0,0,0.395
2022-01-08 06:45:00,2022-01-08,06:45:00,5,0,0,0.3605
2022-01-08 07:00:00,2022-01-08,07:00:00,5,0,0,0.326
2022-01-08 07:15:00,2022-01-08,07:15:00,5,0,0,0.264
2022-01-08 07:30:00,2022-01-08,07:30:00,5,0,0,0.202
2022-01-08 07:45:00,2022-01-08,07:45:00,5,0,0,0.183
2022-01-08 08:00:00,2022-01-08,08:00:00,5,0,1,0.164
2022-01-08 08:15:00,2022-01-08,08:15:00,5,0,1,0.142
2022-01-08 08:30:00,2022-01-08,08:30:00,5,0,1,0.12
2022-01-08 08:45:00,2022-01-08,08:45:00,5,0,1,0.12
2022-01-08 09:00:00,2022-01-08,09:00:00,5,0,1,0.12
2022-01-08 09:15:00,2022-01-08,09:15:00,5,0,1,0.1215
2022-01-08 09:30:00,2022-01-08,09:30:00,5,0,1,0.123
2022-01-08 09:45:00,2022-01-08,09:45:00,5,0,1,0.1195
2022-01-08 10:00:00,2022-01-08,10:00:00,5,0,1,0.116
2022-01-08 10:15:00,2022-01-08,10:15:00,5,0,1,0.1195
2022-01-08 10:30:00,2022-01-08,10:30:00,5,0,1,0.123
2022-01-08 10:45:00,2022-01-08,10:45:00,5,0,1,0.14
2022-01-08 11:00:00,2022-01-08,11:00:00,5,0,1,0.157
2022-01-08 11:15:00,2022-01-08,11:15:00,5,0,1,0.2
2022-01-08 11:30:00,2022-01-08,11:30:00,5,0,1,0.243
2022-01-08 11:45:00,2022-01-08,11:45:00,5,0,1,0.3685
2022-01-08 12:00:00,2022-01-08,12:00:00,5,0,1,0.494
2022-01-08 12:15:00,2022-01-08,12:15:00,5,0,1,0.4705
2022-01-08 12:30:00,2022-01-08,12:30:00,5,0,1,0.447
2022-01-08 12:45:00,2022-01-08,12:45:00,5,0,1,0.399
2022-01-08 13:00:00,2022-01-08,13:00:00,5,0,1,0.351
2022-01-08 13:15:00,2022-01-08,13:15:00,5,0,1,0.2845
2022-01-08 13:30:00,2022-01-08,13:30:00,5,0,1,0.218
2022-01-08 13:45:00,2022-01-08,13:45:00,5,0,1,0.301
2022-01-08 14:00:00,2022-01-08,14:00:00,5,0,1,0.384
2022-01-08 14:15:00,2022-01-08,14:15:00,5,0,1,0.2865
2022-01-08 14:30:00,2022-01-08,14:30:00,5,0,1,0.189
2022-01-08 14:45:00,2022-01-08,14:45:00,5,0,1,0.218
2022-01-08 15:00:00,2022-01-08,15:00:00,5,0,1,0.247
2022-01-08 15:15:00,2022-01-08,15:15:00,5,0,1,0.242
2022-01-08 15:30:00,2022-01-08,15:30:00,5,0,1,0.237
2022-01-08 15:45:00,2022-01-08,15:45:00,5,0,1,0.306
2022-01-08 16:00:00,2022-01-08,16:00:00,5,0,1,0.375
2022-01-08 16:15:00,2022-01-08,16:15:00,5,0,1,0.4435
2022-01-08 16:30:00,2022-01-08,16:30:00,5,0,1,0.512
2022-01-08 16:45:00,2022-01-08,16:45:00,5,0,1,0.4175
2022-01-08 17:00:00,2022-01-08,17:00:00,5,0,1,0.323
2022-01-08 17:15:00,2022-01-08,17:15:00,5,0,1,0.3155
2022-01-08 17:30:00,2022-01-08,17:30:00,5,0,1,0.308
2022-01-08 17:45:00,2022-01-08,17:45:00,5,0,0,0.3545
2022-01-08 18:00:00,2022-01-08,18:00:00,5,0,0,0.401
2022-01-08 18:15:00,2022-01-08,18:15:00,5,0,0,0.404
2022-01-08 18:30:00,2022-01-08,18:30:00,5,0,0,0.407
2022-01-08 18:45:00,2022-01-08,18:45:00,5,0,0,0.396
2022-01-08 19:00:00,2022-01-08,19:00:00,5,0,0,0.385
2022-01-08 19:15:00,2022-01-08,19:15:00,5,0,0,0.3785
2022-01-08 19:30:00,2022-01-08,19:30:00,5,0,0,0.372
2022-01-08 19:45:00,2022-01-08,19:45:00,5,0,0,0.3395
2022-01-08 20:00:00,2022-01-08,20:00:00,5,0,0,0.307
2022-01-08 20:15:00,2022-01-08,20:15:00,5,0,0,0.295
2022-01-08 20:30:00,2022-01-08,20:30:00,5,0,0,0.283
2022-01-08 20:45:00,2022-01-08,20:45:00,5,0,0,0.2684999999999999
2022-01-08 21:00:00,2022-01-08,21:00:00,5,0,0,0.254
2022-01-08 21:15:00,2022-01-08,21:15:00,5,0,0,0.314
2022-01-08 21:30:00,2022-01-08,21:30:00,5,0,0,0.374
2022-01-08 21:45:00,2022-01-08,21:45:00,5,0,0,0.38
2022-01-08 22:00:00,2022-01-08,22:00:00,5,0,0,0.386
2022-01-08 22:15:00,2022-01-08,22:15:00,5,0,0,0.381
2022-01-08 22:30:00,2022-01-08,22:30:00,5,0,0,0.376
2022-01-08 22:45:00,2022-01-08,22:45:00,5,0,0,0.3235
2022-01-08 23:00:00,2022-01-08,23:00:00,5,0,0,0.271
2022-01-08 23:15:00,2022-01-08,23:15:00,5,0,0,0.266
2022-01-08 23:30:00,2022-01-08,23:30:00,5,0,0,0.261
2022-01-08 23:45:00,2022-01-08,23:45:00,5,0,0,0.3445
2022-01-09 00:00:00,2022-01-09,00:00:00,6,0,0,0.428
2022-01-09 00:15:00,2022-01-09,00:15:00,6,0,0,0.3944999999999999
2022-01-09 00:30:00,2022-01-09,00:30:00,6,0,0,0.361
2022-01-09 00:45:00,2022-01-09,00:45:00,6,0,0,0.375
2022-01-09 01:00:00,2022-01-09,01:00:00,6,0,0,0.389
2022-01-09 01:15:00,2022-01-09,01:15:00,6,0,0,0.3755
2022-01-09 01:30:00,2022-01-09,01:30:00,6,0,0,0.362
2022-01-09 01:45:00,2022-01-09,01:45:00,6,0,0,0.3289999999999999
2022-01-09 02:00:00,2022-01-09,02:00:00,6,0,0,0.296
2022-01-09 02:15:00,2022-01-09,02:15:00,6,0,0,0.294
2022-01-09 02:30:00,2022-01-09,02:30:00,6,0,0,0.292
2022-01-09 02:45:00,2022-01-09,02:45:00,6,0,0,0.2495
2022-01-09 03:00:00,2022-01-09,03:00:00,6,0,0,0.207
2022-01-09 03:15:00,2022-01-09,03:15:00,6,0,0,0.1714999999999999
2022-01-09 03:30:00,2022-01-09,03:30:00,6,0,0,0.136
2022-01-09 03:45:00,2022-01-09,03:45:00,6,0,0,0.131
2022-01-09 04:00:00,2022-01-09,04:00:00,6,0,0,0.126
2022-01-09 04:15:00,2022-01-09,04:15:00,6,0,0,0.1235
2022-01-09 04:30:00,2022-01-09,04:30:00,6,0,0,0.121
2022-01-09 04:45:00,2022-01-09,04:45:00,6,0,0,0.1235
2022-01-09 05:00:00,2022-01-09,05:00:00,6,0,0,0.126
2022-01-09 05:15:00,2022-01-09,05:15:00,6,0,0,0.1225
2022-01-09 05:30:00,2022-01-09,05:30:00,6,0,0,0.119
2022-01-09 05:45:00,2022-01-09,05:45:00,6,0,0,0.1215
2022-01-09 06:00:00,2022-01-09,06:00:00,6,0,0,0.124
2022-01-09 06:15:00,2022-01-09,06:15:00,6,0,0,0.129
2022-01-09 06:30:00,2022-01-09,06:30:00,6,0,0,0.134
2022-01-09 06:45:00,2022-01-09,06:45:00,6,0,0,0.1215
2022-01-09 07:00:00,2022-01-09,07:00:00,6,0,0,0.109
2022-01-09 07:15:00,2022-01-09,07:15:00,6,0,0,0.118
2022-01-09 07:30:00,2022-01-09,07:30:00,6,0,0,0.127
2022-01-09 07:45:00,2022-01-09,07:45:00,6,0,0,0.1275
2022-01-09 08:00:00,2022-01-09,08:00:00,6,0,1,0.128
2022-01-09 08:15:00,2022-01-09,08:15:00,6,0,1,0.126
2022-01-09 08:30:00,2022-01-09,08:30:00,6,0,1,0.124
2022-01-09 08:45:00,2022-01-09,08:45:00,6,0,1,0.1225
2022-01-09 09:00:00,2022-01-09,09:00:00,6,0,1,0.121
2022-01-09 09:15:00,2022-01-09,09:15:00,6,0,1,0.122
2022-01-09 09:30:00,2022-01-09,09:30:00,6,0,1,0.123
2022-01-09 09:45:00,2022-01-09,09:45:00,6,0,1,0.1305
2022-01-09 10:00:00,2022-01-09,10:00:00,6,0,1,0.138
2022-01-09 10:15:00,2022-01-09,10:15:00,6,0,1,0.25
2022-01-09 10:30:00,2022-01-09,10:30:00,6,0,1,0.362
2022-01-09 10:45:00,2022-01-09,10:45:00,6,0,1,0.265
2022-01-09 11:00:00,2022-01-09,11:00:00,6,0,1,0.168
2022-01-09 11:15:00,2022-01-09,11:15:00,6,0,1,0.1625
2022-01-09 11:30:00,2022-01-09,11:30:00,6,0,1,0.157
2022-01-09 11:45:00,2022-01-09,11:45:00,6,0,1,0.1545
2022-01-09 12:00:00,2022-01-09,12:00:00,6,0,1,0.152
2022-01-09 12:15:00,2022-01-09,12:15:00,6,0,1,0.1389999999999999
2022-01-09 12:30:00,2022-01-09,12:30:00,6,0,1,0.126
2022-01-09 12:45:00,2022-01-09,12:45:00,6,0,1,0.123
2022-01-09 13:00:00,2022-01-09,13:00:00,6,0,1,0.12
2022-01-09 13:15:00,2022-01-09,13:15:00,6,0,1,0.122
2022-01-09 13:30:00,2022-01-09,13:30:00,6,0,1,0.124
2022-01-09 13:45:00,2022-01-09,13:45:00,6,0,1,0.121
2022-01-09 14:00:00,2022-01-09,14:00:00,6,0,1,0.118
2022-01-09 14:15:00,2022-01-09,14:15:00,6,0,1,0.129
2022-01-09 14:30:00,2022-01-09,14:30:00,6,0,1,0.14
2022-01-09 14:45:00,2022-01-09,14:45:00,6,0,1,0.1575
2022-01-09 15:00:00,2022-01-09,15:00:00,6,0,1,0.175
2022-01-09 15:15:00,2022-01-09,15:15:00,6,0,1,0.258
2022-01-09 15:30:00,2022-01-09,15:30:00,6,0,1,0.341
2022-01-09 15:45:00,2022-01-09,15:45:00,6,0,1,0.2605
2022-01-09 16:00:00,2022-01-09,16:00:00,6,0,1,0.18
2022-01-09 16:15:00,2022-01-09,16:15:00,6,0,1,0.1735
2022-01-09 16:30:00,2022-01-09,16:30:00,6,0,1,0.167
2022-01-09 16:45:00,2022-01-09,16:45:00,6,0,1,0.1895
2022-01-09 17:00:00,2022-01-09,17:00:00,6,0,1,0.212
2022-01-09 17:15:00,2022-01-09,17:15:00,6,0,1,0.297
2022-01-09 17:30:00,2022-01-09,17:30:00,6,0,1,0.382
2022-01-09 17:45:00,2022-01-09,17:45:00,6,0,0,0.3195
2022-01-09 18:00:00,2022-01-09,18:00:00,6,0,0,0.257
2022-01-09 18:15:00,2022-01-09,18:15:00,6,0,0,0.267
2022-01-09 18:30:00,2022-01-09,18:30:00,6,0,0,0.277
2022-01-09 18:45:00,2022-01-09,18:45:00,6,0,0,0.3035
2022-01-09 19:00:00,2022-01-09,19:00:00,6,0,0,0.33
2022-01-09 19:15:00,2022-01-09,19:15:00,6,0,0,0.3475
2022-01-09 19:30:00,2022-01-09,19:30:00,6,0,0,0.365
2022-01-09 19:45:00,2022-01-09,19:45:00,6,0,0,0.4024999999999999
2022-01-09 20:00:00,2022-01-09,20:00:00,6,0,0,0.44
2022-01-09 20:15:00,2022-01-09,20:15:00,6,0,0,0.5035
2022-01-09 20:30:00,2022-01-09,20:30:00,6,0,0,0.567
2022-01-09 20:45:00,2022-01-09,20:45:00,6,0,0,0.412
2022-01-09 21:00:00,2022-01-09,21:00:00,6,0,0,0.257
2022-01-09 21:15:00,2022-01-09,21:15:00,6,0,0,0.27
2022-01-09 21:30:00,2022-01-09,21:30:00,6,0,0,0.283
2022-01-09 21:45:00,2022-01-09,21:45:00,6,0,0,0.2674999999999999
2022-01-09 22:00:00,2022-01-09,22:00:00,6,0,0,0.252
2022-01-09 22:15:00,2022-01-09,22:15:00,6,0,0,0.2485
2022-01-09 22:30:00,2022-01-09,22:30:00,6,0,0,0.245
2022-01-09 22:45:00,2022-01-09,22:45:00,6,0,0,0.249
2022-01-09 23:00:00,2022-01-09,23:00:00,6,0,0,0.253
2022-01-09 23:15:00,2022-01-09,23:15:00,6,0,0,0.3285
2022-01-09 23:30:00,2022-01-09,23:30:00,6,0,0,0.404
2022-01-09 23:45:00,2022-01-09,23:45:00,6,0,0,0.34
2022-01-10 00:00:00,2022-01-10,00:00:00,0,0,0,0.276
2022-01-10 00:15:00,2022-01-10,00:15:00,0,0,0,0.301
2022-01-10 00:30:00,2022-01-10,00:30:00,0,0,0,0.326
2022-01-10 00:45:00,2022-01-10,00:45:00,0,0,0,0.3974999999999999
2022-01-10 01:00:00,2022-01-10,01:00:00,0,0,0,0.469
2022-01-10 01:15:00,2022-01-10,01:15:00,0,0,0,0.37
2022-01-10 01:30:00,2022-01-10,01:30:00,0,0,0,0.271
2022-01-10 01:45:00,2022-01-10,01:45:00,0,0,0,0.244
2022-01-10 02:00:00,2022-01-10,02:00:00,0,0,0,0.217
2022-01-10 02:15:00,2022-01-10,02:15:00,0,0,0,0.209
2022-01-10 02:30:00,2022-01-10,02:30:00,0,0,0,0.201
2022-01-10 02:45:00,2022-01-10,02:45:00,0,0,0,0.242
2022-01-10 03:00:00,2022-01-10,03:00:00,0,0,0,0.283
2022-01-10 03:15:00,2022-01-10,03:15:00,0,0,0,0.283
2022-01-10 03:30:00,2022-01-10,03:30:00,0,0,0,0.283
2022-01-10 03:45:00,2022-01-10,03:45:00,0,0,0,0.2309999999999999
2022-01-10 04:00:00,2022-01-10,04:00:00,0,0,0,0.179
2022-01-10 04:15:00,2022-01-10,04:15:00,0,0,0,0.1515
2022-01-10 04:30:00,2022-01-10,04:30:00,0,0,0,0.124
2022-01-10 04:45:00,2022-01-10,04:45:00,0,0,0,0.1205
2022-01-10 05:00:00,2022-01-10,05:00:00,0,0,0,0.117
2022-01-10 05:15:00,2022-01-10,05:15:00,0,0,0,0.12
2022-01-10 05:30:00,2022-01-10,05:30:00,0,0,0,0.123
2022-01-10 05:45:00,2022-01-10,05:45:00,0,0,0,0.12
2022-01-10 06:00:00,2022-01-10,06:00:00,0,0,0,0.117
2022-01-10 06:15:00,2022-01-10,06:15:00,0,0,0,0.1195
2022-01-10 06:30:00,2022-01-10,06:30:00,0,0,0,0.122
2022-01-10 06:45:00,2022-01-10,06:45:00,0,0,0,0.1195
2022-01-10 07:00:00,2022-01-10,07:00:00,0,0,0,0.117
2022-01-10 07:15:00,2022-01-10,07:15:00,0,0,0,0.1185
2022-01-10 07:30:00,2022-01-10,07:30:00,0,0,0,0.12
2022-01-10 07:45:00,2022-01-10,07:45:00,0,0,0,0.132
2022-01-10 08:00:00,2022-01-10,08:00:00,0,0,1,0.144
2022-01-10 08:15:00,2022-01-10,08:15:00,0,0,1,0.136
2022-01-10 08:30:00,2022-01-10,08:30:00,0,0,1,0.128
2022-01-10 08:45:00,2022-01-10,08:45:00,0,0,1,0.1255
2022-01-10 09:00:00,2022-01-10,09:00:00,0,0,1,0.123
2022-01-10 09:15:00,2022-01-10,09:15:00,0,0,1,0.131
2022-01-10 09:30:00,2022-01-10,09:30:00,0,0,1,0.139
2022-01-10 09:45:00,2022-01-10,09:45:00,0,0,1,0.2645
2022-01-10 10:00:00,2022-01-10,10:00:00,0,0,1,0.39
2022-01-10 10:15:00,2022-01-10,10:15:00,0,0,1,0.2715
2022-01-10 10:30:00,2022-01-10,10:30:00,0,0,1,0.153
2022-01-10 10:45:00,2022-01-10,10:45:00,0,0,1,0.173
2022-01-10 11:00:00,2022-01-10,11:00:00,0,0,1,0.193
2022-01-10 11:15:00,2022-01-10,11:15:00,0,0,1,0.1805
2022-01-10 11:30:00,2022-01-10,11:30:00,0,0,1,0.168
2022-01-10 11:45:00,2022-01-10,11:45:00,0,0,1,0.1605
2022-01-10 12:00:00,2022-01-10,12:00:00,0,0,1,0.153
2022-01-10 12:15:00,2022-01-10,12:15:00,0,0,1,0.157
2022-01-10 12:30:00,2022-01-10,12:30:00,0,0,1,0.161
2022-01-10 12:45:00,2022-01-10,12:45:00,0,0,1,0.1785
2022-01-10 13:00:00,2022-01-10,13:00:00,0,0,1,0.196
2022-01-10 13:15:00,2022-01-10,13:15:00,0,0,1,0.2525
2022-01-10 13:30:00,2022-01-10,13:30:00,0,0,1,0.309
2022-01-10 13:45:00,2022-01-10,13:45:00,0,0,1,0.268
2022-01-10 14:00:00,2022-01-10,14:00:00,0,0,1,0.227
2022-01-10 14:15:00,2022-01-10,14:15:00,0,0,1,0.346
2022-01-10 14:30:00,2022-01-10,14:30:00,0,0,1,0.465
2022-01-10 14:45:00,2022-01-10,14:45:00,0,0,1,0.3765
2022-01-10 15:00:00,2022-01-10,15:00:00,0,0,1,0.288
2022-01-10 15:15:00,2022-01-10,15:15:00,0,0,1,0.306
2022-01-10 15:30:00,2022-01-10,15:30:00,0,0,1,0.324
2022-01-10 15:45:00,2022-01-10,15:45:00,0,0,1,0.2475
2022-01-10 16:00:00,2022-01-10,16:00:00,0,0,1,0.171
2022-01-10 16:15:00,2022-01-10,16:15:00,0,0,1,0.151
2022-01-10 16:30:00,2022-01-10,16:30:00,0,0,1,0.131
2022-01-10 16:45:00,2022-01-10,16:45:00,0,0,1,0.1965
2022-01-10 17:00:00,2022-01-10,17:00:00,0,0,1,0.262
2022-01-10 17:15:00,2022-01-10,17:15:00,0,0,1,0.3055
2022-01-10 17:30:00,2022-01-10,17:30:00,0,0,1,0.349
2022-01-10 17:45:00,2022-01-10,17:45:00,0,0,0,0.419
2022-01-10 18:00:00,2022-01-10,18:00:00,0,0,0,0.489
2022-01-10 18:15:00,2022-01-10,18:15:00,0,0,0,0.4489999999999999
2022-01-10 18:30:00,2022-01-10,18:30:00,0,0,0,0.409
2022-01-10 18:45:00,2022-01-10,18:45:00,0,0,0,0.4145
2022-01-10 19:00:00,2022-01-10,19:00:00,0,0,0,0.42
2022-01-10 19:15:00,2022-01-10,19:15:00,0,0,0,0.376
2022-01-10 19:30:00,2022-01-10,19:30:00,0,0,0,0.332
2022-01-10 19:45:00,2022-01-10,19:45:00,0,0,0,0.3435
2022-01-10 20:00:00,2022-01-10,20:00:00,0,0,0,0.355
2022-01-10 20:15:00,2022-01-10,20:15:00,0,0,0,0.346
2022-01-10 20:30:00,2022-01-10,20:30:00,0,0,0,0.337
2022-01-10 20:45:00,2022-01-10,20:45:00,0,0,0,0.289
2022-01-10 21:00:00,2022-01-10,21:00:00,0,0,0,0.241
2022-01-10 21:15:00,2022-01-10,21:15:00,0,0,0,0.2405
2022-01-10 21:30:00,2022-01-10,21:30:00,0,0,0,0.24
2022-01-10 21:45:00,2022-01-10,21:45:00,0,0,0,0.2329999999999999
2022-01-10 22:00:00,2022-01-10,22:00:00,0,0,0,0.226
2022-01-10 22:15:00,2022-01-10,22:15:00,0,0,0,0.226
2022-01-10 22:30:00,2022-01-10,22:30:00,0,0,0,0.226
2022-01-10 22:45:00,2022-01-10,22:45:00,0,0,0,0.2375
2022-01-10 23:00:00,2022-01-10,23:00:00,0,0,0,0.249
2022-01-10 23:15:00,2022-01-10,23:15:00,0,0,0,0.2515
2022-01-10 23:30:00,2022-01-10,23:30:00,0,0,0,0.254
2022-01-10 23:45:00,2022-01-10,23:45:00,0,0,0,0.2505
2022-01-11 00:00:00,2022-01-11,00:00:00,1,0,0,0.247
2022-01-11 00:15:00,2022-01-11,00:15:00,1,0,0,0.299
2022-01-11 00:30:00,2022-01-11,00:30:00,1,0,0,0.351
2022-01-11 00:45:00,2022-01-11,00:45:00,1,0,0,0.4405
2022-01-11 01:00:00,2022-01-11,01:00:00,1,0,0,0.53
2022-01-11 01:15:00,2022-01-11,01:15:00,1,0,0,0.449
2022-01-11 01:30:00,2022-01-11,01:30:00,1,0,0,0.368
2022-01-11 01:45:00,2022-01-11,01:45:00,1,0,0,0.3105
2022-01-11 02:00:00,2022-01-11,02:00:00,1,0,0,0.253
2022-01-11 02:15:00,2022-01-11,02:15:00,1,0,0,0.267
2022-01-11 02:30:00,2022-01-11,02:30:00,1,0,0,0.281
2022-01-11 02:45:00,2022-01-11,02:45:00,1,0,0,0.234
2022-01-11 03:00:00,2022-01-11,03:00:00,1,0,0,0.187
2022-01-11 03:15:00,2022-01-11,03:15:00,1,0,0,0.156
2022-01-11 03:30:00,2022-01-11,03:30:00,1,0,0,0.125
2022-01-11 03:45:00,2022-01-11,03:45:00,1,0,0,0.121
2022-01-11 04:00:00,2022-01-11,04:00:00,1,0,0,0.117
2022-01-11 04:15:00,2022-01-11,04:15:00,1,0,0,0.12
2022-01-11 04:30:00,2022-01-11,04:30:00,1,0,0,0.123
2022-01-11 04:45:00,2022-01-11,04:45:00,1,0,0,0.1205
2022-01-11 05:00:00,2022-01-11,05:00:00,1,0,0,0.118
2022-01-11 05:15:00,2022-01-11,05:15:00,1,0,0,0.1185
2022-01-11 05:30:00,2022-01-11,05:30:00,1,0,0,0.119
2022-01-11 05:45:00,2022-01-11,05:45:00,1,0,0,0.1225
2022-01-11 06:00:00,2022-01-11,06:00:00,1,0,0,0.126
2022-01-11 06:15:00,2022-01-11,06:15:00,1,0,0,0.1425
2022-01-11 06:30:00,2022-01-11,06:30:00,1,0,0,0.159
2022-01-11 06:45:00,2022-01-11,06:45:00,1,0,0,0.157
2022-01-11 07:00:00,2022-01-11,07:00:00,1,0,0,0.155
2022-01-11 07:15:00,2022-01-11,07:15:00,1,0,0,0.1605
2022-01-11 07:30:00,2022-01-11,07:30:00,1,0,0,0.166
2022-01-11 07:45:00,2022-01-11,07:45:00,1,0,0,0.27
2022-01-11 08:00:00,2022-01-11,08:00:00,1,0,1,0.374
2022-01-11 08:15:00,2022-01-11,08:15:00,1,0,1,0.274
2022-01-11 08:30:00,2022-01-11,08:30:00,1,0,1,0.174
2022-01-11 08:45:00,2022-01-11,08:45:00,1,0,1,0.2425
2022-01-11 09:00:00,2022-01-11,09:00:00,1,0,1,0.311
2022-01-11 09:15:00,2022-01-11,09:15:00,1,0,1,0.3255
2022-01-11 09:30:00,2022-01-11,09:30:00,1,0,1,0.34
2022-01-11 09:45:00,2022-01-11,09:45:00,1,0,1,0.3425
2022-01-11 10:00:00,2022-01-11,10:00:00,1,0,1,0.345
2022-01-11 10:15:00,2022-01-11,10:15:00,1,0,1,0.2774999999999999
2022-01-11 10:30:00,2022-01-11,10:30:00,1,0,1,0.21
2022-01-11 10:45:00,2022-01-11,10:45:00,1,0,1,0.191
2022-01-11 11:00:00,2022-01-11,11:00:00,1,0,1,0.172
2022-01-11 11:15:00,2022-01-11,11:15:00,1,0,1,0.193
2022-01-11 11:30:00,2022-01-11,11:30:00,1,0,1,0.214
2022-01-11 11:45:00,2022-01-11,11:45:00,1,0,1,0.188
2022-01-11 12:00:00,2022-01-11,12:00:00,1,0,1,0.162
2022-01-11 12:15:00,2022-01-11,12:15:00,1,0,1,0.516
2022-01-11 12:30:00,2022-01-11,12:30:00,1,0,1,0.87
2022-01-11 12:45:00,2022-01-11,12:45:00,1,0,1,0.507
2022-01-11 13:00:00,2022-01-11,13:00:00,1,0,1,0.144
