DateTime,Date,Hour,Day of the Week,Season,Daytime,Consumption (kW)
2023-04-10 15:45:00,2023-04-10,15:45:00,0,1,1,0.181
2023-04-10 16:00:00,2023-04-10,16:00:00,0,1,1,0.194
2023-04-10 16:15:00,2023-04-10,16:15:00,0,1,1,0.202
2023-04-10 16:30:00,2023-04-10,16:30:00,0,1,1,0.21
2023-04-10 16:45:00,2023-04-10,16:45:00,0,1,1,0.193
2023-04-10 17:00:00,2023-04-10,17:00:00,0,1,1,0.176
2023-04-10 17:15:00,2023-04-10,17:15:00,0,1,1,0.1765
2023-04-10 17:30:00,2023-04-10,17:30:00,0,1,1,0.177
2023-04-10 17:45:00,2023-04-10,17:45:00,0,1,1,0.2025
2023-04-10 18:00:00,2023-04-10,18:00:00,0,1,1,0.228
2023-04-10 18:15:00,2023-04-10,18:15:00,0,1,1,0.216
2023-04-10 18:30:00,2023-04-10,18:30:00,0,1,1,0.204
2023-04-10 18:45:00,2023-04-10,18:45:00,0,1,1,0.2749999999999999
2023-04-10 19:00:00,2023-04-10,19:00:00,0,1,1,0.346
2023-04-10 19:15:00,2023-04-10,19:15:00,0,1,0,0.2975
2023-04-10 19:30:00,2023-04-10,19:30:00,0,1,0,0.249
2023-04-10 19:45:00,2023-04-10,19:45:00,0,1,0,0.244
2023-04-10 20:00:00,2023-04-10,20:00:00,0,1,0,0.239
2023-04-10 20:15:00,2023-04-10,20:15:00,0,1,0,0.2355
2023-04-10 20:30:00,2023-04-10,20:30:00,0,1,0,0.232
2023-04-10 20:45:00,2023-04-10,20:45:00,0,1,0,0.288
2023-04-10 21:00:00,2023-04-10,21:00:00,0,1,0,0.344
2023-04-10 21:15:00,2023-04-10,21:15:00,0,1,0,0.2945
2023-04-10 21:30:00,2023-04-10,21:30:00,0,1,0,0.245
2023-04-10 21:45:00,2023-04-10,21:45:00,0,1,0,0.2395
2023-04-10 22:00:00,2023-04-10,22:00:00,0,1,0,0.234
2023-04-10 22:15:00,2023-04-10,22:15:00,0,1,0,0.3295
2023-04-10 22:30:00,2023-04-10,22:30:00,0,1,0,0.425
2023-04-10 22:45:00,2023-04-10,22:45:00,0,1,0,0.3974999999999999
2023-04-10 23:00:00,2023-04-10,23:00:00,0,1,0,0.37
2023-04-10 23:15:00,2023-04-10,23:15:00,0,1,0,0.413
2023-04-10 23:30:00,2023-04-10,23:30:00,0,1,0,0.456
2023-04-10 23:45:00,2023-04-10,23:45:00,0,1,0,0.376
2023-04-11 00:00:00,2023-04-11,00:00:00,1,1,0,0.296
2023-04-11 00:15:00,2023-04-11,00:15:00,1,1,0,0.2724999999999999
2023-04-11 00:30:00,2023-04-11,00:30:00,1,1,0,0.249
2023-04-11 00:45:00,2023-04-11,00:45:00,1,1,0,0.462
2023-04-11 01:00:00,2023-04-11,01:00:00,1,1,0,0.675
2023-04-11 01:15:00,2023-04-11,01:15:00,1,1,0,0.6085
2023-04-11 01:30:00,2023-04-11,01:30:00,1,1,0,0.542
2023-04-11 01:45:00,2023-04-11,01:45:00,1,1,0,0.435
2023-04-11 02:00:00,2023-04-11,02:00:00,1,1,0,0.328
2023-04-11 02:15:00,2023-04-11,02:15:00,1,1,0,0.2305
2023-04-11 02:30:00,2023-04-11,02:30:00,1,1,0,0.133
2023-04-11 02:45:00,2023-04-11,02:45:00,1,1,0,0.1305
2023-04-11 03:00:00,2023-04-11,03:00:00,1,1,0,0.128
2023-04-11 03:15:00,2023-04-11,03:15:00,1,1,0,0.128
2023-04-11 03:30:00,2023-04-11,03:30:00,1,1,0,0.128
2023-04-11 03:45:00,2023-04-11,03:45:00,1,1,0,0.128
2023-04-11 04:00:00,2023-04-11,04:00:00,1,1,0,0.128
2023-04-11 04:15:00,2023-04-11,04:15:00,1,1,0,0.13
2023-04-11 04:30:00,2023-04-11,04:30:00,1,1,0,0.132
2023-04-11 04:45:00,2023-04-11,04:45:00,1,1,0,0.129
2023-04-11 05:00:00,2023-04-11,05:00:00,1,1,0,0.126
2023-04-11 05:15:00,2023-04-11,05:15:00,1,1,0,0.126
2023-04-11 05:30:00,2023-04-11,05:30:00,1,1,0,0.126
2023-04-11 05:45:00,2023-04-11,05:45:00,1,1,0,0.1255
2023-04-11 06:00:00,2023-04-11,06:00:00,1,1,0,0.125
2023-04-11 06:15:00,2023-04-11,06:15:00,1,1,1,0.125
2023-04-11 06:30:00,2023-04-11,06:30:00,1,1,1,0.125
2023-04-11 06:45:00,2023-04-11,06:45:00,1,1,1,0.127
2023-04-11 07:00:00,2023-04-11,07:00:00,1,1,1,0.129
2023-04-11 07:15:00,2023-04-11,07:15:00,1,1,1,0.1465
2023-04-11 07:30:00,2023-04-11,07:30:00,1,1,1,0.164
2023-04-11 07:45:00,2023-04-11,07:45:00,1,1,1,0.3854999999999999
2023-04-11 08:00:00,2023-04-11,08:00:00,1,1,1,0.607
2023-04-11 08:15:00,2023-04-11,08:15:00,1,1,1,0.4745
2023-04-11 08:30:00,2023-04-11,08:30:00,1,1,1,0.342
2023-04-11 08:45:00,2023-04-11,08:45:00,1,1,1,0.2715
2023-04-11 09:00:00,2023-04-11,09:00:00,1,1,1,0.201
2023-04-11 09:15:00,2023-04-11,09:15:00,1,1,1,0.1735
2023-04-11 09:30:00,2023-04-11,09:30:00,1,1,1,0.146
2023-04-11 09:45:00,2023-04-11,09:45:00,1,1,1,0.2189999999999999
2023-04-11 10:00:00,2023-04-11,10:00:00,1,1,1,0.292
2023-04-11 10:15:00,2023-04-11,10:15:00,1,1,1,0.2259999999999999
2023-04-11 10:30:00,2023-04-11,10:30:00,1,1,1,0.16
2023-04-11 10:45:00,2023-04-11,10:45:00,1,1,1,0.7390000000000001
2023-04-11 11:00:00,2023-04-11,11:00:00,1,1,1,1.318
2023-04-11 11:15:00,2023-04-11,11:15:00,1,1,1,0.736
2023-04-11 11:30:00,2023-04-11,11:30:00,1,1,1,0.154
2023-04-11 11:45:00,2023-04-11,11:45:00,1,1,1,0.1555
2023-04-11 12:00:00,2023-04-11,12:00:00,1,1,1,0.157
2023-04-11 12:15:00,2023-04-11,12:15:00,1,1,1,0.1615
2023-04-11 12:30:00,2023-04-11,12:30:00,1,1,1,0.166
2023-04-11 12:45:00,2023-04-11,12:45:00,1,1,1,0.1525
2023-04-11 13:00:00,2023-04-11,13:00:00,1,1,1,0.139
2023-04-11 13:15:00,2023-04-11,13:15:00,1,1,1,0.132
2023-04-11 13:30:00,2023-04-11,13:30:00,1,1,1,0.125
2023-04-11 13:45:00,2023-04-11,13:45:00,1,1,1,0.125
2023-04-11 14:00:00,2023-04-11,14:00:00,1,1,1,0.125
2023-04-11 14:15:00,2023-04-11,14:15:00,1,1,1,0.126
2023-04-11 14:30:00,2023-04-11,14:30:00,1,1,1,0.127
2023-04-11 14:45:00,2023-04-11,14:45:00,1,1,1,0.2
2023-04-11 15:00:00,2023-04-11,15:00:00,1,1,1,0.273
2023-04-11 15:15:00,2023-04-11,15:15:00,1,1,1,0.1975
2023-04-11 15:30:00,2023-04-11,15:30:00,1,1,1,0.122
2023-04-11 15:45:00,2023-04-11,15:45:00,1,1,1,0.1215
2023-04-11 16:00:00,2023-04-11,16:00:00,1,1,1,0.121
2023-04-11 16:15:00,2023-04-11,16:15:00,1,1,1,0.14
2023-04-11 16:30:00,2023-04-11,16:30:00,1,1,1,0.159
2023-04-11 16:45:00,2023-04-11,16:45:00,1,1,1,0.1585
2023-04-11 17:00:00,2023-04-11,17:00:00,1,1,1,0.158
2023-04-11 17:15:00,2023-04-11,17:15:00,1,1,1,0.2035
2023-04-11 17:30:00,2023-04-11,17:30:00,1,1,1,0.249
2023-04-11 17:45:00,2023-04-11,17:45:00,1,1,1,0.235
2023-04-11 18:00:00,2023-04-11,18:00:00,1,1,1,0.221
2023-04-11 18:15:00,2023-04-11,18:15:00,1,1,1,0.2304999999999999
2023-04-11 18:30:00,2023-04-11,18:30:00,1,1,1,0.24
2023-04-11 18:45:00,2023-04-11,18:45:00,1,1,1,0.294
2023-04-11 19:00:00,2023-04-11,19:00:00,1,1,1,0.348
2023-04-11 19:15:00,2023-04-11,19:15:00,1,1,0,0.3135
2023-04-11 19:30:00,2023-04-11,19:30:00,1,1,0,0.279
2023-04-11 19:45:00,2023-04-11,19:45:00,1,1,0,0.336
2023-04-11 20:00:00,2023-04-11,20:00:00,1,1,0,0.393
2023-04-11 20:15:00,2023-04-11,20:15:00,1,1,0,0.444
2023-04-11 20:30:00,2023-04-11,20:30:00,1,1,0,0.495
2023-04-11 20:45:00,2023-04-11,20:45:00,1,1,0,0.3934999999999999
2023-04-11 21:00:00,2023-04-11,21:00:00,1,1,0,0.292
2023-04-11 21:15:00,2023-04-11,21:15:00,1,1,0,0.29
2023-04-11 21:30:00,2023-04-11,21:30:00,1,1,0,0.288
2023-04-11 21:45:00,2023-04-11,21:45:00,1,1,0,0.3295
2023-04-11 22:00:00,2023-04-11,22:00:00,1,1,0,0.371
2023-04-11 22:15:00,2023-04-11,22:15:00,1,1,0,0.389
2023-04-11 22:30:00,2023-04-11,22:30:00,1,1,0,0.407
2023-04-11 22:45:00,2023-04-11,22:45:00,1,1,0,0.3485
2023-04-11 23:00:00,2023-04-11,23:00:00,1,1,0,0.29
2023-04-11 23:15:00,2023-04-11,23:15:00,1,1,0,0.265
2023-04-11 23:30:00,2023-04-11,23:30:00,1,1,0,0.24
2023-04-11 23:45:00,2023-04-11,23:45:00,1,1,0,0.2605
2023-04-12 00:00:00,2023-04-12,00:00:00,2,1,0,0.281
2023-04-12 00:15:00,2023-04-12,00:15:00,2,1,0,0.392
2023-04-12 00:30:00,2023-04-12,00:30:00,2,1,0,0.503
2023-04-12 00:45:00,2023-04-12,00:45:00,2,1,0,0.4545
2023-04-12 01:00:00,2023-04-12,01:00:00,2,1,0,0.406
2023-04-12 01:15:00,2023-04-12,01:15:00,2,1,0,0.4325
2023-04-12 01:30:00,2023-04-12,01:30:00,2,1,0,0.459
2023-04-12 01:45:00,2023-04-12,01:45:00,2,1,0,0.306
2023-04-12 02:00:00,2023-04-12,02:00:00,2,1,0,0.153
2023-04-12 02:15:00,2023-04-12,02:15:00,2,1,0,0.1415
2023-04-12 02:30:00,2023-04-12,02:30:00,2,1,0,0.13
2023-04-12 02:45:00,2023-04-12,02:45:00,2,1,0,0.131
2023-04-12 03:00:00,2023-04-12,03:00:00,2,1,0,0.132
2023-04-12 03:15:00,2023-04-12,03:15:00,2,1,0,0.1325
2023-04-12 03:30:00,2023-04-12,03:30:00,2,1,0,0.133
2023-04-12 03:45:00,2023-04-12,03:45:00,2,1,0,0.13
2023-04-12 04:00:00,2023-04-12,04:00:00,2,1,0,0.127
2023-04-12 04:15:00,2023-04-12,04:15:00,2,1,0,0.127
2023-04-12 04:30:00,2023-04-12,04:30:00,2,1,0,0.127
2023-04-12 04:45:00,2023-04-12,04:45:00,2,1,0,0.1265
2023-04-12 05:00:00,2023-04-12,05:00:00,2,1,0,0.126
2023-04-12 05:15:00,2023-04-12,05:15:00,2,1,0,0.128
2023-04-12 05:30:00,2023-04-12,05:30:00,2,1,0,0.13
2023-04-12 05:45:00,2023-04-12,05:45:00,2,1,0,0.129
2023-04-12 06:00:00,2023-04-12,06:00:00,2,1,0,0.128
2023-04-12 06:15:00,2023-04-12,06:15:00,2,1,1,0.127
2023-04-12 06:30:00,2023-04-12,06:30:00,2,1,1,0.126
2023-04-12 06:45:00,2023-04-12,06:45:00,2,1,1,0.125
2023-04-12 07:00:00,2023-04-12,07:00:00,2,1,1,0.124
2023-04-12 07:15:00,2023-04-12,07:15:00,2,1,1,0.1245
2023-04-12 07:30:00,2023-04-12,07:30:00,2,1,1,0.125
2023-04-12 07:45:00,2023-04-12,07:45:00,2,1,1,0.2764999999999999
2023-04-12 08:00:00,2023-04-12,08:00:00,2,1,1,0.428
2023-04-12 08:15:00,2023-04-12,08:15:00,2,1,1,0.383
2023-04-12 08:30:00,2023-04-12,08:30:00,2,1,1,0.338
2023-04-12 08:45:00,2023-04-12,08:45:00,2,1,1,0.245
2023-04-12 09:00:00,2023-04-12,09:00:00,2,1,1,0.152
2023-04-12 09:15:00,2023-04-12,09:15:00,2,1,1,0.1475
2023-04-12 09:30:00,2023-04-12,09:30:00,2,1,1,0.143
2023-04-12 09:45:00,2023-04-12,09:45:00,2,1,1,0.383
2023-04-12 10:00:00,2023-04-12,10:00:00,2,1,1,0.623
2023-04-12 10:15:00,2023-04-12,10:15:00,2,1,1,0.419
2023-04-12 10:30:00,2023-04-12,10:30:00,2,1,1,0.215
2023-04-12 10:45:00,2023-04-12,10:45:00,2,1,1,0.1955
2023-04-12 11:00:00,2023-04-12,11:00:00,2,1,1,0.176
2023-04-12 11:15:00,2023-04-12,11:15:00,2,1,1,0.1714999999999999
2023-04-12 11:30:00,2023-04-12,11:30:00,2,1,1,0.167
2023-04-12 11:45:00,2023-04-12,11:45:00,2,1,1,0.147
2023-04-12 12:00:00,2023-04-12,12:00:00,2,1,1,0.127
2023-04-12 12:15:00,2023-04-12,12:15:00,2,1,1,0.128
2023-04-12 12:30:00,2023-04-12,12:30:00,2,1,1,0.129
2023-04-12 12:45:00,2023-04-12,12:45:00,2,1,1,0.131
2023-04-12 13:00:00,2023-04-12,13:00:00,2,1,1,0.133
2023-04-12 13:15:00,2023-04-12,13:15:00,2,1,1,0.2595
2023-04-12 13:30:00,2023-04-12,13:30:00,2,1,1,0.386
2023-04-12 13:45:00,2023-04-12,13:45:00,2,1,1,0.2775
2023-04-12 14:00:00,2023-04-12,14:00:00,2,1,1,0.169
2023-04-12 14:15:00,2023-04-12,14:15:00,2,1,1,0.1955
2023-04-12 14:30:00,2023-04-12,14:30:00,2,1,1,0.222
2023-04-12 14:45:00,2023-04-12,14:45:00,2,1,1,0.1905
2023-04-12 15:00:00,2023-04-12,15:00:00,2,1,1,0.159
2023-04-12 15:15:00,2023-04-12,15:15:00,2,1,1,0.154
2023-04-12 15:30:00,2023-04-12,15:30:00,2,1,1,0.149
2023-04-12 15:45:00,2023-04-12,15:45:00,2,1,1,0.141
2023-04-12 16:00:00,2023-04-12,16:00:00,2,1,1,0.133
2023-04-12 16:15:00,2023-04-12,16:15:00,2,1,1,0.1475
2023-04-12 16:30:00,2023-04-12,16:30:00,2,1,1,0.162
2023-04-12 16:45:00,2023-04-12,16:45:00,2,1,1,0.1535
2023-04-12 17:00:00,2023-04-12,17:00:00,2,1,1,0.145
2023-04-12 17:15:00,2023-04-12,17:15:00,2,1,1,0.199
2023-04-12 17:30:00,2023-04-12,17:30:00,2,1,1,0.253
2023-04-12 17:45:00,2023-04-12,17:45:00,2,1,1,0.2805
2023-04-12 18:00:00,2023-04-12,18:00:00,2,1,1,0.308
2023-04-12 18:15:00,2023-04-12,18:15:00,2,1,1,0.312
2023-04-12 18:30:00,2023-04-12,18:30:00,2,1,1,0.316
2023-04-12 18:45:00,2023-04-12,18:45:00,2,1,1,0.3335
2023-04-12 19:00:00,2023-04-12,19:00:00,2,1,1,0.351
2023-04-12 19:15:00,2023-04-12,19:15:00,2,1,0,0.366
2023-04-12 19:30:00,2023-04-12,19:30:00,2,1,0,0.381
2023-04-12 19:45:00,2023-04-12,19:45:00,2,1,0,0.351
2023-04-12 20:00:00,2023-04-12,20:00:00,2,1,0,0.321
2023-04-12 20:15:00,2023-04-12,20:15:00,2,1,0,0.32
2023-04-12 20:30:00,2023-04-12,20:30:00,2,1,0,0.319
2023-04-12 20:45:00,2023-04-12,20:45:00,2,1,0,0.323
2023-04-12 21:00:00,2023-04-12,21:00:00,2,1,0,0.327
2023-04-12 21:15:00,2023-04-12,21:15:00,2,1,0,0.2905
2023-04-12 21:30:00,2023-04-12,21:30:00,2,1,0,0.254
2023-04-12 21:45:00,2023-04-12,21:45:00,2,1,0,0.2475
2023-04-12 22:00:00,2023-04-12,22:00:00,2,1,0,0.241
2023-04-12 22:15:00,2023-04-12,22:15:00,2,1,0,0.2339999999999999
2023-04-12 22:30:00,2023-04-12,22:30:00,2,1,0,0.227
2023-04-12 22:45:00,2023-04-12,22:45:00,2,1,0,0.2205
2023-04-12 23:00:00,2023-04-12,23:00:00,2,1,0,0.214
2023-04-12 23:15:00,2023-04-12,23:15:00,2,1,0,0.2125
2023-04-12 23:30:00,2023-04-12,23:30:00,2,1,0,0.211
2023-04-12 23:45:00,2023-04-12,23:45:00,2,1,0,0.208
2023-04-13 00:00:00,2023-04-13,00:00:00,3,1,0,0.205
2023-04-13 00:15:00,2023-04-13,00:15:00,3,1,0,0.2865
2023-04-13 00:30:00,2023-04-13,00:30:00,3,1,0,0.368
2023-04-13 00:45:00,2023-04-13,00:45:00,3,1,0,0.363
2023-04-13 01:00:00,2023-04-13,01:00:00,3,1,0,0.358
2023-04-13 01:15:00,2023-04-13,01:15:00,3,1,0,0.3115
2023-04-13 01:30:00,2023-04-13,01:30:00,3,1,0,0.265
2023-04-13 01:45:00,2023-04-13,01:45:00,3,1,0,0.4095
2023-04-13 02:00:00,2023-04-13,02:00:00,3,1,0,0.554
2023-04-13 02:15:00,2023-04-13,02:15:00,3,1,0,0.567
2023-04-13 02:30:00,2023-04-13,02:30:00,3,1,0,0.58
2023-04-13 02:45:00,2023-04-13,02:45:00,3,1,0,0.3675
2023-04-13 03:00:00,2023-04-13,03:00:00,3,1,0,0.155
2023-04-13 03:15:00,2023-04-13,03:15:00,3,1,0,0.1475
2023-04-13 03:30:00,2023-04-13,03:30:00,3,1,0,0.14
2023-04-13 03:45:00,2023-04-13,03:45:00,3,1,0,0.138
2023-04-13 04:00:00,2023-04-13,04:00:00,3,1,0,0.136
2023-04-13 04:15:00,2023-04-13,04:15:00,3,1,0,0.1345
2023-04-13 04:30:00,2023-04-13,04:30:00,3,1,0,0.133
2023-04-13 04:45:00,2023-04-13,04:45:00,3,1,0,0.1365
2023-04-13 05:00:00,2023-04-13,05:00:00,3,1,0,0.14
2023-04-13 05:15:00,2023-04-13,05:15:00,3,1,0,0.136
2023-04-13 05:30:00,2023-04-13,05:30:00,3,1,0,0.132
2023-04-13 05:45:00,2023-04-13,05:45:00,3,1,0,0.1335
2023-04-13 06:00:00,2023-04-13,06:00:00,3,1,0,0.135
2023-04-13 06:15:00,2023-04-13,06:15:00,3,1,1,0.1375
2023-04-13 06:30:00,2023-04-13,06:30:00,3,1,1,0.14
2023-04-13 06:45:00,2023-04-13,06:45:00,3,1,1,0.135
2023-04-13 07:00:00,2023-04-13,07:00:00,3,1,1,0.13
2023-04-13 07:15:00,2023-04-13,07:15:00,3,1,1,0.134
2023-04-13 07:30:00,2023-04-13,07:30:00,3,1,1,0.138
2023-04-13 07:45:00,2023-04-13,07:45:00,3,1,1,0.134
2023-04-13 08:00:00,2023-04-13,08:00:00,3,1,1,0.13
2023-04-13 08:15:00,2023-04-13,08:15:00,3,1,1,0.1345
2023-04-13 08:30:00,2023-04-13,08:30:00,3,1,1,0.139
2023-04-13 08:45:00,2023-04-13,08:45:00,3,1,1,0.1515
2023-04-13 09:00:00,2023-04-13,09:00:00,3,1,1,0.164
2023-04-13 09:15:00,2023-04-13,09:15:00,3,1,1,0.2845
2023-04-13 09:30:00,2023-04-13,09:30:00,3,1,1,0.405
2023-04-13 09:45:00,2023-04-13,09:45:00,3,1,1,0.273
2023-04-13 10:00:00,2023-04-13,10:00:00,3,1,1,0.141
2023-04-13 10:15:00,2023-04-13,10:15:00,3,1,1,0.1385
2023-04-13 10:30:00,2023-04-13,10:30:00,3,1,1,0.136
2023-04-13 10:45:00,2023-04-13,10:45:00,3,1,1,0.139
2023-04-13 11:00:00,2023-04-13,11:00:00,3,1,1,0.142
2023-04-13 11:15:00,2023-04-13,11:15:00,3,1,1,0.139
2023-04-13 11:30:00,2023-04-13,11:30:00,3,1,1,0.136
2023-04-13 11:45:00,2023-04-13,11:45:00,3,1,1,0.1315
2023-04-13 12:00:00,2023-04-13,12:00:00,3,1,1,0.127
2023-04-13 12:15:00,2023-04-13,12:15:00,3,1,1,0.1325
2023-04-13 12:30:00,2023-04-13,12:30:00,3,1,1,0.138
2023-04-13 12:45:00,2023-04-13,12:45:00,3,1,1,0.1655
2023-04-13 13:00:00,2023-04-13,13:00:00,3,1,1,0.193
2023-04-13 13:15:00,2023-04-13,13:15:00,3,1,1,0.259
2023-04-13 13:30:00,2023-04-13,13:30:00,3,1,1,0.325
2023-04-13 13:45:00,2023-04-13,13:45:00,3,1,1,0.2465
2023-04-13 14:00:00,2023-04-13,14:00:00,3,1,1,0.168
2023-04-13 14:15:00,2023-04-13,14:15:00,3,1,1,0.161
2023-04-13 14:30:00,2023-04-13,14:30:00,3,1,1,0.154
2023-04-13 14:45:00,2023-04-13,14:45:00,3,1,1,0.154
2023-04-13 15:00:00,2023-04-13,15:00:00,3,1,1,0.154
2023-04-13 15:15:00,2023-04-13,15:15:00,3,1,1,0.1505
2023-04-13 15:30:00,2023-04-13,15:30:00,3,1,1,0.147
2023-04-13 15:45:00,2023-04-13,15:45:00,3,1,1,0.2015
2023-04-13 16:00:00,2023-04-13,16:00:00,3,1,1,0.256
2023-04-13 16:15:00,2023-04-13,16:15:00,3,1,1,0.243
2023-04-13 16:30:00,2023-04-13,16:30:00,3,1,1,0.23
2023-04-13 16:45:00,2023-04-13,16:45:00,3,1,1,0.253
2023-04-13 17:00:00,2023-04-13,17:00:00,3,1,1,0.276
2023-04-13 17:15:00,2023-04-13,17:15:00,3,1,1,0.2385
2023-04-13 17:30:00,2023-04-13,17:30:00,3,1,1,0.201
2023-04-13 17:45:00,2023-04-13,17:45:00,3,1,1,0.23
2023-04-13 18:00:00,2023-04-13,18:00:00,3,1,1,0.259
2023-04-13 18:15:00,2023-04-13,18:15:00,3,1,1,0.257
2023-04-13 18:30:00,2023-04-13,18:30:00,3,1,1,0.255
2023-04-13 18:45:00,2023-04-13,18:45:00,3,1,1,0.3015
2023-04-13 19:00:00,2023-04-13,19:00:00,3,1,1,0.348
2023-04-13 19:15:00,2023-04-13,19:15:00,3,1,0,0.3055
2023-04-13 19:30:00,2023-04-13,19:30:00,3,1,0,0.263
2023-04-13 19:45:00,2023-04-13,19:45:00,3,1,0,0.2825
2023-04-13 20:00:00,2023-04-13,20:00:00,3,1,0,0.302
2023-04-13 20:15:00,2023-04-13,20:15:00,3,1,0,0.3375
2023-04-13 20:30:00,2023-04-13,20:30:00,3,1,0,0.373
2023-04-13 20:45:00,2023-04-13,20:45:00,3,1,0,0.3315
2023-04-13 21:00:00,2023-04-13,21:00:00,3,1,0,0.29
2023-04-13 21:15:00,2023-04-13,21:15:00,3,1,0,0.301
2023-04-13 21:30:00,2023-04-13,21:30:00,3,1,0,0.312
2023-04-13 21:45:00,2023-04-13,21:45:00,3,1,0,0.325
2023-04-13 22:00:00,2023-04-13,22:00:00,3,1,0,0.338
2023-04-13 22:15:00,2023-04-13,22:15:00,3,1,0,0.2815
2023-04-13 22:30:00,2023-04-13,22:30:00,3,1,0,0.225
2023-04-13 22:45:00,2023-04-13,22:45:00,3,1,0,0.2745
2023-04-13 23:00:00,2023-04-13,23:00:00,3,1,0,0.324
2023-04-13 23:15:00,2023-04-13,23:15:00,3,1,0,0.2955
2023-04-13 23:30:00,2023-04-13,23:30:00,3,1,0,0.267
2023-04-13 23:45:00,2023-04-13,23:45:00,3,1,0,0.3275
2023-04-14 00:00:00,2023-04-14,00:00:00,4,1,0,0.388
2023-04-14 00:15:00,2023-04-14,00:15:00,4,1,0,0.4075
2023-04-14 00:30:00,2023-04-14,00:30:00,4,1,0,0.427
2023-04-14 00:45:00,2023-04-14,00:45:00,4,1,0,0.504
2023-04-14 01:00:00,2023-04-14,01:00:00,4,1,0,0.581
2023-04-14 01:15:00,2023-04-14,01:15:00,4,1,0,0.3745
2023-04-14 01:30:00,2023-04-14,01:30:00,4,1,0,0.168
2023-04-14 01:45:00,2023-04-14,01:45:00,4,1,0,0.1505
2023-04-14 02:00:00,2023-04-14,02:00:00,4,1,0,0.133
2023-04-14 02:15:00,2023-04-14,02:15:00,4,1,0,0.1325
2023-04-14 02:30:00,2023-04-14,02:30:00,4,1,0,0.132
2023-04-14 02:45:00,2023-04-14,02:45:00,4,1,0,0.1315
2023-04-14 03:00:00,2023-04-14,03:00:00,4,1,0,0.131
2023-04-14 03:15:00,2023-04-14,03:15:00,4,1,0,0.128
2023-04-14 03:30:00,2023-04-14,03:30:00,4,1,0,0.125
2023-04-14 03:45:00,2023-04-14,03:45:00,4,1,0,0.128
2023-04-14 04:00:00,2023-04-14,04:00:00,4,1,0,0.131
2023-04-14 04:15:00,2023-04-14,04:15:00,4,1,0,0.1295
2023-04-14 04:30:00,2023-04-14,04:30:00,4,1,0,0.128
2023-04-14 04:45:00,2023-04-14,04:45:00,4,1,0,0.133
2023-04-14 05:00:00,2023-04-14,05:00:00,4,1,0,0.138
2023-04-14 05:15:00,2023-04-14,05:15:00,4,1,0,0.161
2023-04-14 05:30:00,2023-04-14,05:30:00,4,1,0,0.184
2023-04-14 05:45:00,2023-04-14,05:45:00,4,1,0,0.311
2023-04-14 06:00:00,2023-04-14,06:00:00,4,1,0,0.438
2023-04-14 06:15:00,2023-04-14,06:15:00,4,1,1,0.3085
2023-04-14 06:30:00,2023-04-14,06:30:00,4,1,1,0.179
2023-04-14 06:45:00,2023-04-14,06:45:00,4,1,1,0.1684999999999999
2023-04-14 07:00:00,2023-04-14,07:00:00,4,1,1,0.158
2023-04-14 07:15:00,2023-04-14,07:15:00,4,1,1,0.144
2023-04-14 07:30:00,2023-04-14,07:30:00,4,1,1,0.13
2023-04-14 07:45:00,2023-04-14,07:45:00,4,1,1,0.1275
2023-04-14 08:00:00,2023-04-14,08:00:00,4,1,1,0.125
2023-04-14 08:15:00,2023-04-14,08:15:00,4,1,1,0.123
2023-04-14 08:30:00,2023-04-14,08:30:00,4,1,1,0.121
2023-04-14 08:45:00,2023-04-14,08:45:00,4,1,1,0.1215
2023-04-14 09:00:00,2023-04-14,09:00:00,4,1,1,0.122
2023-04-14 09:15:00,2023-04-14,09:15:00,4,1,1,0.139
2023-04-14 09:30:00,2023-04-14,09:30:00,4,1,1,0.156
2023-04-14 09:45:00,2023-04-14,09:45:00,4,1,1,0.1445
2023-04-14 10:00:00,2023-04-14,10:00:00,4,1,1,0.133
2023-04-14 10:15:00,2023-04-14,10:15:00,4,1,1,0.1335
2023-04-14 10:30:00,2023-04-14,10:30:00,4,1,1,0.134
2023-04-14 10:45:00,2023-04-14,10:45:00,4,1,1,0.1575
2023-04-14 11:00:00,2023-04-14,11:00:00,4,1,1,0.181
2023-04-14 11:15:00,2023-04-14,11:15:00,4,1,1,0.1639999999999999
2023-04-14 11:30:00,2023-04-14,11:30:00,4,1,1,0.147
2023-04-14 11:45:00,2023-04-14,11:45:00,4,1,1,0.1495
2023-04-14 12:00:00,2023-04-14,12:00:00,4,1,1,0.152
2023-04-14 12:15:00,2023-04-14,12:15:00,4,1,1,0.1785
2023-04-14 12:30:00,2023-04-14,12:30:00,4,1,1,0.205
2023-04-14 12:45:00,2023-04-14,12:45:00,4,1,1,0.296
2023-04-14 13:00:00,2023-04-14,13:00:00,4,1,1,0.387
2023-04-14 13:15:00,2023-04-14,13:15:00,4,1,1,0.2655
2023-04-14 13:30:00,2023-04-14,13:30:00,4,1,1,0.144
2023-04-14 13:45:00,2023-04-14,13:45:00,4,1,1,0.141
2023-04-14 14:00:00,2023-04-14,14:00:00,4,1,1,0.138
2023-04-14 14:15:00,2023-04-14,14:15:00,4,1,1,0.14
2023-04-14 14:30:00,2023-04-14,14:30:00,4,1,1,0.142
2023-04-14 14:45:00,2023-04-14,14:45:00,4,1,1,0.135
2023-04-14 15:00:00,2023-04-14,15:00:00,4,1,1,0.128
2023-04-14 15:15:00,2023-04-14,15:15:00,4,1,1,0.1345
