Timestamp,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Sun Azimuth (rad),Sun Zenith (rad)
2021-01-01 00:00:00,12.0,0,0,0,Clear,9.8,0,0,0,0,0.284,86.29,0.18,1027,1.3,107,3.8,5.725544651935374,2.8591994103885625
2021-01-01 00:15:00,12.0,0,0,0,Clear,9.8,0,0,0,0,0.284,86.29,0.18,1027,1.3,107,3.8,5.93412557516802,2.8821172526495014
2021-01-01 00:30:00,12.0,0,0,0,Clear,9.8,0,0,0,0,0.284,86.2,0.18,1026,1.3,107,3.8,6.169998957336729,2.8941118017529925
2021-01-01 00:45:00,12.0,0,0,0,Clear,9.7,0,0,0,0,0.283,85.74,0.18,1026,1.3,107,3.8,0.13293440590685845,2.8935792790535313
2021-01-01 01:00:00,11.9,0,0,0,Clear,9.7,0,0,0,0,0.283,86.3,0.18,1026,1.3,107,3.8,0.3670482881290531,2.880596621329074
2021-01-01 01:15:00,11.9,0,0,0,Clear,9.7,0,0,0,0,0.283,86.3,0.18,1026,1.3,107,3.8,0.5729451717136116,2.8568742828557765
2021-01-01 01:30:00,11.9,0,0,0,Clear,9.7,0,0,0,0,0.282,86.3,0.18,1026,1.3,107,3.8,0.745493425714336,2.8248382316003533
2021-01-01 01:45:00,11.9,0,0,0,Clear,9.6,0,0,0,0,0.282,85.95,0.18,1026,1.3,107,3.8,0.8873850666567664,2.7867629949281887
2021-01-01 02:00:00,11.9,0,0,0,Clear,9.6,0,0,0,0,0.282,85.95,0.18,1026,1.3,107,3.7,1.0042027120067347,2.7444174926945193
2021-01-01 02:15:00,11.9,0,0,0,Clear,9.6,0,0,0,0,0.282,85.95,0.18,1026,1.3,107,3.7,1.1015489226687767,2.699066678666474
2021-01-01 02:30:00,11.9,0,0,0,Clear,9.6,0,0,0,0,0.282,85.95,0.18,1026,1.3,107,3.7,1.1840557807002907,2.651589182164085
2021-01-01 02:45:00,11.9,0,0,0,Clear,9.6,0,0,0,0,0.282,85.76,0.18,1026,1.3,107,3.7,1.2552813529086975,2.6025952016238514
2021-01-01 03:00:00,11.9,0,0,0,Clear,9.6,0,0,0,0,0.282,85.67,0.18,1025,1.3,107,3.7,1.3178881107542229,2.552514808652878
2021-01-01 03:15:00,11.8,0,0,0,Clear,9.6,0,0,0,0,0.282,86.24,0.18,1025,1.3,107,3.7,1.3738598361602954,2.5016579599568405
2021-01-01 03:30:00,11.8,0,0,0,Water,9.6,0,0,0,0,0.282,86.24,0.18,1025,1.3,107,3.7,1.4246841772571426,2.4502540171749128
2021-01-01 03:45:00,11.8,0,0,0,Water,9.6,0,0,0,0,0.282,86.45,0.18,1025,1.3,107,3.6,1.4714900387247747,2.398477655738856
2021-01-01 04:00:00,11.8,0,0,0,Water,9.6,0,0,0,0,0.282,86.45,0.18,1025,1.3,107,3.6,1.515146745823459,2.346465985930907
2021-01-01 04:15:00,11.8,0,0,0,Clear,9.6,0,0,0,0,0.283,86.45,0.18,1025,1.3,106,3.6,1.556334614266338,2.29433007657983
2021-01-01 04:30:00,11.7,0,0,0,Clear,9.6,0,0,0,0,0.283,87.02,0.18,1025,1.3,106,3.6,1.595595164885338,2.2421628561829072
2021-01-01 04:45:00,11.7,0,0,0,Probably Clear,9.6,0,0,0,0,0.283,87.09,0.18,1025,1.3,105,3.5,1.6333670968451506,2.1900446306145547
2021-01-01 05:00:00,11.7,0,0,0,Clear,9.6,0,0,0,0,0.283,87.09,0.18,1025,1.4,105,3.5,1.6700122900532057,2.138047061396794
2021-01-01 05:15:00,11.7,0,0,0,Clear,9.6,0,0,0,0,0.284,87.09,0.18,1025,1.4,104,3.5,1.7058348306929718,2.086236100817009
2021-01-01 05:30:00,11.7,0,0,0,Clear,9.6,0,0,1,0,0.284,87.09,0.18,1025,1.4,104,3.5,1.7410951206787935,2.034674201211045
2021-01-01 05:45:00,11.7,0,0,0,Water,9.6,0,0,0,0,0.284,87.15,0.18,1025,1.4,103,3.4000000000000004,1.776020452702395,1.9834220658214876
2021-01-01 06:00:00,11.7,0,0,0,Water,9.6,0,0,0,0,0.285,87.15,0.18,1025,1.4,102,3.4000000000000004,1.8108130436298935,1.9325400725896225
2021-01-01 06:15:00,11.6,0,0,0,Probably Clear,9.6,0,0,0,0,0.285,87.73,0.18,1025,1.4,102,3.4000000000000004,1.8456562205950202,1.8820894556005843
2021-01-01 06:30:00,11.6,0,0,0,Probably Clear,9.6,0,0,0,0,0.285,87.73,0.18,1025,1.4,101,3.4000000000000004,1.8807192082610498,1.8321333587019832
2021-01-01 06:45:00,11.6,0,0,0,Water,9.6,0,0,0,0,0.285,87.4,0.18,1025,1.4,100,3.4000000000000004,1.9161608644439332,1.7827377919452874
2021-01-01 07:00:00,11.6,0,0,0,Water,9.6,0,0,0,0,0.286,87.4,0.18,1025,1.4,100,3.3000000000000003,1.9521326094448708,1.73397250742023
2021-01-01 07:15:00,11.7,0,0,0,Water,9.6,0,0,0,0,0.286,86.83,0.18,1025,1.4,99,3.3000000000000003,1.9887806775302728,1.6859118594911076
2021-01-01 07:30:00,11.8,0,0,0,Water,9.6,0,0,0,0,0.286,86.26,0.18,1025,1.4,99,3.3000000000000003,2.026247804252412,1.6386356441460643
