Timestamp,Cos Solar Incidence (°),GHI (W/m2),PV Power Generation (W)
2024-01-01 00:15:00,-0.9283315571426691,0.0,0.0
2024-01-01 00:30:00,-0.9323211671924274,0.0,0.0
2024-01-01 00:45:00,-0.9323787968233174,0.0,0.0
2024-01-01 01:00:00,-0.9285041523767301,0.0,0.0
2024-01-01 01:15:00,-0.920713766906449,0.0,0.0
2024-01-01 01:30:00,-0.9090409314581702,0.0,0.0
2024-01-01 01:45:00,-0.8935355507166705,0.0,0.0
2024-01-01 02:00:00,-0.8742639299125408,0.0,0.0
2024-01-01 02:15:00,-0.8513084946381368,0.0,0.0
2024-01-01 02:30:00,-0.824767433132197,0.0,0.0
2024-01-01 02:45:00,-0.7947542781540375,0.0,0.0
2024-01-01 03:00:00,-0.7613974260672918,0.0,0.0
2024-01-01 03:15:00,-0.7248395795146382,0.0,0.0
2024-01-01 03:30:00,-0.6852371403079379,0.0,0.0
2024-01-01 03:45:00,-0.642759546225239,0.0,0.0
2024-01-01 04:00:00,-0.5975885354974979,0.0,0.0
2024-01-01 04:15:00,-0.5499173739816614,0.0,0.0
2024-01-01 04:30:00,-0.49995003519392983,0.0,0.0
2024-01-01 04:45:00,-0.4479003147857745,0.0,0.0
2024-01-01 05:00:00,-0.39399092171825256,0.0,0.0
2024-01-01 05:15:00,-0.3384525330025918,0.0,0.0
2024-01-01 05:30:00,-0.28152279215549425,0.0,0.0
2024-01-01 05:45:00,-0.22344529929686008,0.0,0.0
2024-01-01 06:00:00,-0.1644685768858436,0.0,0.0
2024-01-01 06:15:00,-0.10484499058678373,0.0,0.0
2024-01-01 06:30:00,-0.044829677144102936,0.0,0.0
2024-01-01 06:45:00,0.015320539310361453,0.0,0.0
2024-01-01 07:00:00,0.07534826233850728,0.0,0.0
2024-01-01 07:15:00,0.13499661657162587,0.0,0.0
2024-01-01 07:30:00,0.19401033905465281,0.0,0.0
2024-01-01 07:45:00,0.25213688757402997,0.0,0.0
2024-01-01 08:00:00,0.3091275132172691,0.0,0.0
2024-01-01 08:15:00,0.36473831748245933,88.94766349649187,69.94017889096406
2024-01-01 08:30:00,0.4187313112958427,166.112451906699,129.27231056118822
2024-01-01 08:45:00,0.47087542556176776,239.77256097049252,185.1422076225548
2024-01-01 09:00:00,0.5209474934268828,311.89269658197907,238.30853572239826
2024-01-01 09:15:00,0.5687332193275382,380.2776665259374,288.25356098270106
2024-01-01 09:30:00,0.6140280887136405,443.7499205993026,332.7781407993642
2024-01-01 09:45:00,0.6566382377063509,502.5140016403186,373.7993818411251
2024-01-01 10:00:00,0.6963812950262231,557.2162446487233,411.11112240370085
2024-01-01 10:15:00,0.7330871558826997,607.6837568208458,444.66074529723346
2024-01-01 10:30:00,0.7665987057160362,649.9148124613356,471.62137151165905
2024-01-01 10:45:00,0.7967725025412098,693.2631869973909,498.8738393297076
2024-01-01 11:00:00,0.823479385374298,729.430467070187,519.0021484611594
2024-01-01 11:15:00,0.8466050242074221,759.9830947290491,536.132274327667
2024-01-01 11:30:00,0.8660504165926093,785.4915936889026,549.364046684917
2024-01-01 11:45:00,0.8817323072065146,812.4186026678854,563.26993677634
2024-01-01 12:00:00,0.8935835429384162,827.758844411777,568.886122841629
2024-01-01 12:15:00,0.9015533646585789,839.1234666891093,573.3042482731652
2024-01-01 12:30:00,0.9056076217642026,844.3889089866291,573.4880736898883
2024-01-01 12:45:00,0.9057289187534551,395.3176513132947,266.89182189750846
2024-01-01 13:00:00,0.9019166909609168,294.7204194605054,197.78388503489188
2024-01-01 13:15:00,0.8941872058511247,363.9432539643738,244.2386273508961
2024-01-01 13:30:00,0.8825734954315158,361.8101400588922,242.8071162387024
2024-01-01 13:45:00,0.8671252130384826,360.2990460163122,241.06474407106023
2024-01-01 14:00:00,0.8479084213218753,263.96574318805006,176.61116516604258
2024-01-01 14:15:00,0.8250053130834283,203.67531347192227,137.09613771659147
2024-01-01 14:30:00,0.7985138546061952,212.88110836849563,144.15327809007715
2024-01-01 14:45:00,0.7685473684621766,171.65882105464667,116.58642785425957
2024-01-01 15:00:00,0.7352340535009587,600.7208590556999,410.4232978751085
2024-01-01 15:15:00,0.6987164283889933,154.6217021317286,106.57796459295577
2024-01-01 15:30:00,0.6591507252863373,128.98008408845786,89.68580102818292
2024-01-01 15:45:00,0.6167062273759456,9.0,6.312691664999999
2024-01-01 16:00:00,0.5715645340076843,8.0,5.659794
2024-01-01 16:15:00,0.5239187884928291,7.0,4.98061872
2024-01-01 16:30:00,0.4739728586443207,6.0,4.28122989
2024-01-01 16:45:00,0.421940451707889,5.0,3.5879051249999994
2024-01-01 17:00:00,0.3680442059596613,3.0,2.164871205
2024-01-01 17:15:00,0.31251474566814963,0.0,0.0
2024-01-01 17:30:00,0.25558967986909664,0.0,0.0
