Timestamp,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Sun Azimuth (rad),Sun Zenith (rad)
2021-01-01 00:00:00,1.0,0,0,0,Clear,1.0,0,0,0,0,0.305,99.64,0.14,1002,0.6000000000000001,88,1.4,5.83028144952553,2.8239480247521027
2021-01-01 00:15:00,0.9,0,0,0,Clear,0.9,0,0,0,0,0.305,100.0,0.14,1002,0.6000000000000001,89,1.4,6.020007762819316,2.8416180665598056
2021-01-01 00:30:00,0.7000000000000001,0,0,0,Clear,0.7000000000000001,0,0,0,0,0.305,100.0,0.14,1001,0.6000000000000001,90,1.4,6.22495551853652,2.8496831749275158
2021-01-01 00:45:00,0.6000000000000001,0,0,0,Clear,0.5,0,0,0,0,0.305,99.53,0.14,1001,0.6000000000000001,90,1.4,0.15038123410853996,2.8473425450632215
2021-01-01 01:00:00,0.4,0,0,0,Clear,0.4,0,0,0,0,0.305,100.0,0.14,1001,0.6000000000000001,91,1.5,0.34971155030285805,2.834836697074889
2021-01-01 01:15:00,0.3,0,0,0,Clear,0.3,0,0,0,0,0.305,100.0,0.14,1001,0.6000000000000001,91,1.5,0.5301923724264288,2.813338798918008
2021-01-01 01:30:00,0.2,0,0,0,Clear,0.2,0,0,0,0,0.305,100.0,0.14,1001,0.6000000000000001,91,1.5,0.6877715942425882,2.784491799665817
2021-01-01 01:45:00,0.0,0,0,0,Clear,0.0,0,0,0,0,0.305,100.0,0.14,1001,0.6000000000000001,92,1.5,0.822865023270202,2.7499464862913308
2021-01-01 02:00:00,-0.1,0,0,0,Clear,-0.1,0,0,0,0,0.305,100.0,0.14,1001,0.6000000000000001,92,1.5,0.9382001394923067,2.7111089933245682
2021-01-01 02:15:00,-0.1,0,0,0,Clear,-0.1,0,0,0,0,0.304,100.0,0.14,1001,0.6000000000000001,92,1.5,1.0371598118691234,2.6690782180706654
2021-01-01 02:30:00,-0.2,0,0,0,Clear,-0.2,0,0,0,0,0.304,100.0,0.14,1001,0.6000000000000001,92,1.5,1.1229351805874126,2.6246787129492097
2021-01-01 02:45:00,-0.2,0,0,0,Clear,-0.2,0,0,0,0,0.304,100.0,0.14,1001,0.6000000000000001,92,1.6,1.1982263024631186,2.578520696754289
2021-01-01 03:00:00,-0.2,0,0,0,Clear,-0.2,0,0,0,0,0.303,100.0,0.14,1001,0.6000000000000001,92,1.6,1.265208943157562,2.5310566826732384
2021-01-01 03:15:00,-0.1,0,0,0,Clear,-0.1,0,0,0,0,0.303,100.0,0.14,1000,0.6000000000000001,91,1.7000000000000002,1.3256008342263894,2.482626056638374
2021-01-01 03:30:00,-0.1,0,0,0,Clear,-0.1,0,0,0,0,0.302,100.0,0.14,1000,0.7000000000000001,90,1.8,1.3807504907245196,2.433487730804582
2021-01-01 03:45:00,0.0,0,0,0,Clear,-0.2,0,0,0,0,0.302,98.63,0.14,1000,0.7000000000000001,90,1.9,1.431719392952934,2.3838433555207845
2021-01-01 04:00:00,0.1,0,0,0,Clear,-0.2,0,0,0,0,0.301,97.91,0.14,1000,0.7000000000000001,89,2.0,1.4793493655941594,2.333853659776338
2021-01-01 04:15:00,0.1,0,0,0,Clear,-0.2,0,0,0,0,0.301,97.91,0.14,1000,0.7000000000000001,89,1.9,1.5243150000446986,2.2836500159074586
2021-01-01 04:30:00,0.0,0,0,0,Clear,-0.2,0,0,0,0,0.301,98.63,0.14,1000,0.7000000000000001,88,1.9,1.5671635369653896,2.233342693433349
2021-01-01 04:45:00,0.0,0,0,0,Clear,-0.4,0,0,0,0,0.3,97.48,0.14,1000,0.7000000000000001,88,1.8,1.6083449691545733,2.1830268119516356
2021-01-01 05:00:00,0.0,0,0,0,Clear,-0.4,0,0,0,0,0.3,97.48,0.14,1000,0.7000000000000001,88,1.7000000000000002,1.6482347201818464,2.1327867382753896
2021-01-01 05:15:00,-0.1,0,0,0,Clear,-0.4,0,0,0,0,0.3,98.19,0.14,1000,0.7000000000000001,87,1.7000000000000002,1.6871508046635604,2.0826993888073213
2021-01-01 05:30:00,-0.1,0,0,0,Clear,-0.4,0,0,1,0,0.299,98.19,0.14,1000,0.7000000000000001,87,1.7000000000000002,1.7253669080284952,2.0328367461594876
2021-01-01 05:45:00,-0.1,0,0,0,Cirrus,-0.5,0,0,0,0,0.299,97.47,0.14,1000,0.7000000000000001,87,1.7000000000000002,1.763122404864584,1.983267858227176
2021-01-01 06:00:00,-0.2,0,0,0,Super-Cooled Water,-0.5,0,0,0,0,0.299,98.18,0.14,1000,0.7000000000000001,87,1.7000000000000002,1.8006301008552659,1.9340604578360012
2021-01-01 06:15:00,-0.2,0,0,0,Super-Cooled Water,-0.5,0,0,0,0,0.298,98.18,0.14,1000,0.7000000000000001,87,1.7000000000000002,1.8380822712319476,1.8852822948953916
