Timestamp,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Sun Azimuth (rad),Sun Zenith (rad)
2021-01-01 00:00:00,8.3,0,0,0,Water,6.5,0,0,0,0,0.299,88.48,0.17,1020,1.1,119,3.4000000000000004,5.726886394474458,2.8246828803807755
2021-01-01 00:15:00,8.200000000000001,0,0,0,Water,6.5,0,0,0,0,0.298,89.09,0.17,1020,1.1,120,3.4000000000000004,5.9125320072577745,2.8474855712109166
2021-01-01 00:30:00,8.1,0,0,0,Water,6.5,0,0,0,0,0.298,89.69,0.17,1020,1.1,121,3.4000000000000004,6.119990926179494,2.860944714797151
2021-01-01 00:45:00,8.0,0,0,0,Probably Clear,6.5,0,0,0,0,0.297,90.4,0.17,1020,1.1,122,3.4000000000000004,0.05541467323121729,2.8636828987511187
2021-01-01 01:00:00,7.9,0,0,0,Clear,6.5,0,0,0,0,0.296,91.02,0.17,1020,1.1,123,3.5,0.2700922354694111,2.8553888776616416
2021-01-01 01:15:00,7.800000000000001,0,0,0,Probably Clear,6.5,0,0,0,0,0.296,91.64,0.17,1020,1.1,123,3.5,0.4673900760979844,2.8369711077894206
2021-01-01 01:30:00,7.7,0,0,0,Clear,6.5,0,0,0,0,0.295,92.26,0.17,1020,1.2000000000000002,123,3.5,0.640103883575654,2.810131740209278
2021-01-01 01:45:00,7.6,0,0,0,Probably Clear,6.5,0,0,0,0,0.295,92.97,0.17,1020,1.2000000000000002,123,3.4000000000000004,0.7872812372986902,2.776751807394919
2021-01-01 02:00:00,7.5,0,0,0,Clear,6.5,0,0,0,0,0.294,93.6,0.17,1020,1.2000000000000002,123,3.4000000000000004,0.9116090581270638,2.7384867541574236
2021-01-01 02:15:00,7.4,0,0,0,Clear,6.5,0,0,0,0,0.294,94.24,0.17,1020,1.2000000000000002,123,3.4000000000000004,1.0169937873002741,2.6966345555651308
2021-01-01 02:30:00,7.4,0,0,0,Probably Clear,6.5,0,0,0,0,0.293,94.15,0.17,1019,1.2000000000000002,123,3.4000000000000004,1.1072438928190618,2.652158665137816
2021-01-01 02:45:00,7.300000000000001,0,0,0,Clear,6.4,0,0,0,0,0.293,94.27,0.17,1019,1.2000000000000002,122,3.4000000000000004,1.1855869898726252,2.605760148964246
2021-01-01 03:00:00,7.300000000000001,0,0,0,Clear,6.4,0,0,0,0,0.292,94.27,0.17,1019,1.2000000000000002,122,3.4000000000000004,1.2545994656305304,2.5579491559879113
2021-01-01 03:15:00,7.300000000000001,0,0,0,Clear,6.4,0,0,0,0,0.291,94.27,0.17,1019,1.2000000000000002,122,3.4000000000000004,1.3162881679090885,2.5091011204677742
2021-01-01 03:30:00,7.2,0,0,0,Clear,6.4,0,0,0,0,0.291,94.92,0.17,1019,1.2000000000000002,121,3.5,1.372205902533475,2.459497307519131
2021-01-01 03:45:00,7.2,0,0,0,Clear,6.300000000000001,0,0,0,0,0.29,94.27,0.17,1019,1.2000000000000002,121,3.5,1.4235575945066148,2.4093530801832133
2021-01-01 04:00:00,7.2,0,0,0,Clear,6.300000000000001,0,0,0,0,0.289,94.27,0.17,1019,1.2000000000000002,121,3.5,1.4712859124228967,2.3588374042492632
2021-01-01 04:15:00,7.1000000000000005,0,0,0,Clear,6.300000000000001,0,0,0,0,0.288,94.91,0.17,1019,1.2000000000000002,120,3.5,1.5161366902793891,2.308086382103587
2021-01-01 04:30:00,7.1000000000000005,0,0,0,Probably Clear,6.300000000000001,0,0,0,0,0.287,94.91,0.17,1019,1.2000000000000002,120,3.5,1.5587078218991575,2.2572127346173274
2021-01-01 04:45:00,7.1000000000000005,0,0,0,Probably Clear,6.300000000000001,0,0,0,0,0.287,94.47,0.17,1019,1.3,120,3.5,1.5994855526969252,2.206312524240018
2021-01-01 05:00:00,7.0,0,0,0,Probably Clear,6.300000000000001,0,0,0,0,0.286,95.12,0.17,1019,1.3,120,3.5,1.6388714090794414,2.155470038845082
2021-01-01 05:15:00,7.0,0,0,0,Probably Clear,6.300000000000001,0,0,0,0,0.285,95.12,0.17,1019,1.3,119,3.5,1.6772022946556822,2.104761403565116
2021-01-01 05:30:00,6.9,0,0,0,Probably Clear,6.300000000000001,0,0,1,0,0.284,95.77,0.17,1019,1.3,119,3.5,1.7147656159358133,2.0542572948589406
2021-01-01 05:45:00,6.9,0,0,0,Super-Cooled Water,6.300000000000001,0,0,0,0,0.284,95.77,0.17,1019,1.3,119,3.5,1.7518107435809964,2.004025066231572
2021-01-01 06:00:00,6.9,0,0,0,Super-Cooled Water,6.300000000000001,0,0,0,0,0.283,95.77,0.17,1019,1.3,119,3.6,1.7885577869039568,1.9541304492009184
2021-01-01 06:15:00,6.9,0,0,0,Super-Cooled Water,6.300000000000001,0,0,0,0,0.282,95.77,0.17,1019,1.3,120,3.6,1.8252043845829282,1.904638937698289
2021-01-01 06:30:00,6.9,0,0,0,Super-Cooled Water,6.300000000000001,0,0,0,0,0.282,95.77,0.17,1019,1.3,120,3.7,1.861930975390045,1.8556169862973122
2021-01-01 06:45:00,6.9,0,0,0,Super-Cooled Water,6.4,0,0,0,0,0.281,96.43,0.17,1018,1.3,120,3.7,1.8989049163405582,1.807133065351163
